text,class
"You're getting rusty NATO.   It was a college campus. Guns ARE banned where this happened.   Maybe simone can explain yet another instance of a shooting in a ""gun free zone""?   How many of these shootings on ""gun free"" college campuses need to happen before we ever get a comment on how these bans are working so well?   I mean, after an average of once a week, you would think suggesting banning guns would be a laughable suggestion. Yet, after every shooting where guns are completely banned, there seems to be a suggestion that we need stricter gun control. How do you get tighter than 100% forbidden?   Anyone care to state the definition of insanity for posterity?",sarc
"So in your own words the police want to go on murder sprees, because they're armed. According to you the military is just waiting for the first convenient excuse to open fire on anyone, be them designated enemies or just innocent bystanders.",sarc
Oh damn it...and I was going to sell this joke and retire!,sarc
"Like the docking simulation, in development there is a pre-existing fitness landscape (the womb). Both processes converge on similar endpoints each time it is run, both process are biased to a few endpoints and both processes reach local optima (e.g. skin cells) after the process id complete.   http://mybroadband.co.za/vb/picture....pictureid=1857   Figure 1: Similarities between development and a docking simulation employing a memetic algorithm.   There are certainly many parallels between our own designed simulated docking runs and the development of life.",notsarc
"No, but the Roman persecution of Christians, covering Christians in pitch, Roman garden parties, witnesses for Christ being killed for their faith etc. is as irrelevant as it gets. Just be careful, that's all I'm saying. There is a place for that topic.",notsarc
Yea I agree with you on how there was no exact se t of laws at the beginning of creation. The reason I say that they most likely didn't marry their sisters is mostly cause God gets mad at Cain and places a mark on his head so everyone he runs across will not kill him unless they want to die a death 10 times worse than his. Kinda just says that there are other people out there.,notsarc
"Well, the first part is true but I'm not sure I understand what you are saying in the second part. Science does not claim that intelligent design is false because science lacks the tools to examine the concept. ID is just another unsupported assertion outside the domain of science (and logic for that matter). ID has reached the stage of unsupported assertion without evidence. Science has better explanations.",notsarc
Do you mean someone who was wrong? I asked you before to give an example of where Newton found empirical evidence of God. You failed to do so. I suspect that you can't.,notsarc
As long as we cut off the privates of the fathers as well.,sarc
"You know what is far worse than not executing murderers? Letting 'em sit around, watch tv, and eat pizza. ;\   LEVIATHAN",sarc
"Actually, I don't have any respect for creationism in most of it's varied forms. I have had great respect for several individual creationists that I have met. But they earned that respect.",notsarc
"Well, that is the argument that one hears from creationists so often. So when are you going to get to the most delicious, highly satisfying entertainment? Even more important, when are you going to expose the theory of evolution? YOu don't seriously propose that your little series of cow pies is actually meaningful, do you?",sarc
"Thank God. I too hope it doesn't keep going back and forth. While I live across the river in Parkville, Missouri, I used to live in Overland Park Kansas and went to school there. I think they are generally pretty good public schools, it's just the state school board that keeps effing everything up when they get some christonazis on board.",notsarc
"Well since posting on this thread has died and this seems to me to be the most interesting atheistic theory, I want to get a bit of clarification.   First, what do you mean by being allowed to cease providing for it at any age, but never allowed to kill it? By this do you mean that to cease providing for during the first trimester is not killing it? Is that because it is not alive at that time?   If I follow you (and I'm not sure I do) should the mother be allowed to have the baby removed at some point during the third trimester, after which it must be kept alive (and perhaps put up for adoption)?",notsarc
"Like, I said, I can't take men's position on abortion seriously b/c they can spout off all they want; however their viewpoint must be affected somewhat by the fact that they will never actually have to make the decision themselves.   As far as circumcision...um...who cares?  J/k. I really don't know what to think about that. Never given it alot of thought, as I've never had a penis, don't plan on growing one, and therefore I can't have a valid point of view. Do whatever feels best to you. Get my drift?   Hey, you two, Clerisian and Steeeve, quit arguing semantics. Geesh!",sarc
"And, what percentage is that? How was the poll conducted? Who conducted it? How was the determination made about who was a 'scientist'?",notsarc
I'm not arguing that gun control will change the nature of men- though guns may make them more willing and confident to engage in crime. With guns criminals can do even more damage. Adding guns to crime is like adding gasoline to a fire- it makes an already existing problem worse. If you think that just as many people die from stabbing and beatings in other developed nations as people die from guns in the US then you need to do more research.,notsarc
"Because you've presented no credible evidence to support the claims that private transactions are an established and major source of firearms for criminals.   If you can't prove it's broken, you don't have grounds to call for fixing it.",notsarc
"No I don't think that tying your tubes is abortion. I only think abortion comes into play when there is actually cells forming to make a baby, and you get them scraped out, or abort a baby before or after the third trimester. Plus I heard that if you tie the tubes, when you decide you want a baby you can untie the tubes, to conceive a baby. But burning is another thing. But unless there is actual cells forming it is not abortion",notsarc
Chastity rather than promiscuity.,sarc
And Eisenhower:,notsarc
"And that's why I think you are a troll. There really aren't any experts here. There are several who are knowledgable in a variety of topics, but that knowledge seems to me to be the result of being both educated and widely read. It also indicates an ability to reason and an open mind.",sarc
"Don't get me wrong sleazyrider I love babies, they're delicious!",sarc
"Hey, thanks for the quote! Am I published now?",sarc
"And of course, the theory of gravity isn't ""physically"" proven either. Neither is the heliocentric theory or atomic theory or the germ theory of disease. However, evolution has been observed to occur and the current theories are the best explanations that we have for the observations. As far as your mangling of the ""Out of Africa"" theory, it would be nice if you actually learned what you are talking about before you babble such nonsense.",sarc
Give it a rest... what is evident here is more coffeehouse vasilation on your part... no foam.,notsarc
"I would say that the soul is that part of us that is immortal. It is our essence. Our personality may impact or is impacted by it, but I would say it is far more. Indeed, I would say it is what psychologists call emergent downward causality.   As for the role of God, science has not disproven any of it. Science has explained how things occur but that does not eliminate the possibility of god nor does it limit what god does. We would simply not be understanding gods fit in the science of it. That makes sense given that god is considered infinite and we are finite. I think the soul is what gives us the possibility of even imagining the infinite. The idea that we can see beyond what we are or even to conceptualize such things gives a clue that there is more to us than meets the eye.   I do not see why God and science cannot coexist. Even evolution and creation. Forget planting evidence. That is too far fetched. I would rather think that it is more likely that what God says actually fits the evidence even though we cannot understand it. I do not know about God or ""not god"" (if you will) but if there is a God then the idea that he is beyond what I can actually conceive and yet completely conceivable makes sense for that kind of being. It should be an apparent paradox to me. If it is not, then my concept of God is faaaaaaaaaaaaaaaaaaaaaaaaaaaaaaarrrrrrrrrrrrrrrrrr rrrrrrrrrrrrrrrrrrr to small to be of any use to anyone.   Huck.",notsarc
Interesting thought..... such a situation would theorectically remove the division of opinion that exists based upon the perspective of gender (ie. the pro-life religious male) and would make any difference of opinion be based on moral/philosophical considerations alone.   You could argue it would shift opinion towards the mix currently held by women as everyone would be in the position of having to bear pregnancy. Given that there is a full mix of religious and other beliefs in the current day female population perhaps this would be a good analogy to such a state of being you suggest.,notsarc
"Which wouldn't make a darn bit of difference - apart from the tiny matter of women dying and suffering permanent harm, but don't let that bother you. you'll also have to amend the constitution to remove any references to bodily autonomy. get ready to donate your kidney!",sarc
"No I do not say that the creation of energy and matter   did not coincide the creation of the laws that govern/regulate   them. What I say is that the laws are not the RESULTS of the   existence of energy, matter etc.",notsarc
"Why didn't they ""fire"" and ""bar"" him in the sixties?",notsarc
"putting words in my mouth again? i did not say christian, i said ""God"". Christian, Jewish, and Muslim all believe in the same ""God"".   - XXXXX.   i'll let Crim and Lurch respond to the others; lets not let me have all the fun.",notsarc
True.,notsarc
"http://www.thelizlibrary.org/liz/004.htm   Normal, frequent or expectable temporary side effects of pregnancy:   * exhaustion (weariness common from first weeks)   * altered appetite and senses of taste and smell   * nausea and vomiting (50% of women, first trimester)   * heartburn and indigestion   * constipation   * weight gain   =snip=",sarc
Can your intellect explain infinity...such a tasty word,sarc
"""In Christ there is neither Jew nor Greek, slave nor free, male nor female, all are one in Christ Jesus"" - Galatians 3:28   Jesus doesn't care whether you're male or female.",notsarc
Better is worse? See above.,notsarc
Just imagine Noah's checklist! There.,sarc
"Not if they give him the death penalty, then it's apeals till your ears bleed.",notsarc
"And you can ""lol"" all you want. So tell me what it is about a brain that has not developed that requires more protection than a brain that is temporarily out of commission? And yes, we could very well debate potentials, but that is a different branch of the bigger picture and personally I don't see a reason to go down it, at least not at this point.",sarc
"Well, j, the blah blah blah part was pretty important.   It said, ""Seife is referring to how information continues to exist in some form after it has been violently altered; the smoke from a burning newspaper contains data about the newspaper's content, albeit impossible to reconstruct, and even black holes seem not to truly eradicate the information in the matter they consume. All of which has nothing to do with Dembski's claim..."" which is true. One definition has nothing to do with the other. Blah blah blah.   http://www.uncommondescent.com/index.php/archives/903",sarc
"So it doesn't matter that someone dies in their forties from hunger and cold because they are homeless and penniless, whilst another lives in luxury with the best food and medicines until his 80s: they are both equal? What planet do you live on, for it sure aren't the real world...",sarc
"You are distorting my view. I certainly do not think that I am ""god"" or that everyone has to revolve around my standard. However, I do think that morality has to have a rational basis behind it. This is my particular rational basis.   My moral code certainly isn't my own invention but is based on the moral codes which I have often heard expressed by others, as well as the moral code of the German philosopher Kant (often referenced in secular moral discussions). Most people from childhood are taught morals at least partly from the same points of view I use. After all, how often have you heard the phrase ""How would YOU like it if that happenned to you?"" or something similar. That is essentially the same as my basis of morality. It seems to be very common. Even many religions use a similar basic appoach - ""Do unto others..."". Of course, we all differ enough in our psychology that we might have some differences in how we would expect to be treated by others. So, this approach that I present would not lead to the same result in all people. Also, this approach depends on the capabilities of the person to see the big picture and to be able to fully see things from the other person's point of view. Since we are imperfect in these skills, it certainly helps to have moral discussions, moral mentors, etc. who can enlighten us in various situations. It is not a perfect method but at least it is not arbitrary since it is based on reason. Note that the famous German philosopher Kant gave a similar secular moral code in his Categorical Imperative: ""Act only according to that maxim whereby you can at the same time will that it should become a universal law"".   Your view doesn't seem to be based on reason but on a blind trust in a religious authority that tells you that a particular set of rules is right and must not be questioned. For those of us who do not hold the same beliefs as you, those rules often seem quite arbitrary. Sometimes some of the reasons behind those rules are illucidated, often not. Sometimes the rules are the same as those derived by secular reasoning, sometimes not.   Personally, I would prefer an imperfect moral code that at least is based on reason and is refineable to one that is immovable and based on arbitrary standards.   On a last note, there certainly could be moral codes that are based neither on religion nor on some version of the moral code which I have presented. If so, I would be quite interested in hearing them.",notsarc
"Well, either the real or imaginary Phyllis implied those things in the post under discussion.",sarc
False. See above.,notsarc
"which is pretty much the same thing. The majority of representatives get their way. The representatives are elected by a majority. Being overally picky about it gets you no where...we pretty much have a majority rules nation.   And we still haven't settled the question about how you think you can impose your belief on others but I can't. The ""convention"" idea didn't work, the idea that you aren't imposing a belief on others didn't work, so what is next?",sarc
"What in the name of heaven is ""passive particulate selection"" is that found in quantitative genetics in some obscure corner - I challenge you to produce a reference to the term in the open literature. And Mendel's theory was itself (if anything is) particulate in nature and it was NOT derived from Darwin at all. It preceded Darwin and later of course DID serve as a plug in addition to supplant Darwins own inadequate theory of inheritance. And of course Mendel is long ago supplanted by much more detailed and modern genetic knowledge.   As to ""dynamic sytemic adaptation"" I also suggest you need to document where that term originates from other than yourself. Just what does that mean which is NOT covered by the vary-select-inherit process? Please tell us oh mighty lagomorph how antibiotic resistance arises by ""dynamic systemic adaptation"" instead of plain old VSI processes and how you distinguish the two.   [QUOTEHave to go now.[/quote]   Good because my tolerance for people who pontificate in pseudoscientific terms while pretending to themselves that they know what they are talking about is wearing very very thin.",sarc
"So what's your solution, keep all blacks unarmed so the bad blacks can't hurt the good blacks?   I guess you've decided to drop your argument that the Second Amendment was a racist tool designed to keep blacks ""in their place"" under the thumb of their masters.",sarc
"And in those 150 years, all the evolutionists in the world haven't been able to falsify or debunk the book of Genesis. Of course, in their own deluded minds, they actually believe they have done just that.",sarc
"Actually Electro, do you remember this thread?   Evidence for a flood? Oddly enough it took 20 pages before one of them even tried to argue against the reasons why the flood did not occur.",notsarc
"Quick question -   What particular qualification of Dr. Olson's makes his opinion on the subject superior to all others?   Given your fondness for posting this essay of his (in his entirety) as your ultimate justification, that should be an easy one for you.   Waxy",sarc
It's evidence of EAM. Probably she comes from a large family. Her mother always had her hands full and was on her feet day and night.,notsarc
Oh dear God your ignorance is abundant!   Do you not understand what the federal DOMA law does?,notsarc
Can I tidy up this leftover part...? Fractionally.,notsarc
"I believe that the vast majority of people, if they are well-informed about responsible sexuality, have access to contraception, and are of reasonably sound mind, would much prefer not to experience an abortion and would take precautions to avoid such a possibility.   It is rather tiresome to hear careless and irresponsible talk of whorish women who seek to become pregnant solely so that they may exercise their right to an abortion.   I have never met such a woman. To be sure, there are unbalanced individuals who are riddled with guilt over sexuality and these individuals are incapable of being sexually responsible. I don't associate with such people and since I have never encountered such a person, I must believe that this sort of person comprises a very small minority.   But with the amount of bluster and piffle to the contrary, I must wonder whether or not such blusterers have any connection at all to what really is.",notsarc
Really? I haven't seen you post your support for any law or proposal that would punish criminals in the most severe ways possible. All I've ever seen you post support for is more laws that criminalize things that aren't crimes and do nothing to harm others.,sarc
"So according to you, you'd prefer it if only the bad guys are armed, because that makes it easy to tell who's the bad guy and who's the good guy; being the good guy is never armed, and thus never able to defend themselves.",sarc
"Yes, with a crime rate larger than New York City, Chicago, Philadelphia, San Francisco, Los Angeles, Indianapolis, and Las Vegas, they're a wonderful example to follow, aren't they?",sarc
"Well, this guy is so bad ad arguing and so good at alienating people that if we sent him into the abortion forum, it is likely, he'd be so ineffective at defending his pro-life position thathe'd actually be contributing to the pro-choice position...",sarc
I see you know nothing about the subject...hardly a surprise.,sarc
So it is claimed.,sarc
ABORTION IS NOT BAD.   That's all that needs to be said.,notsarc
"Yes, and since some might not, it should not be mentioned at all?   Personally I only know a half dozen people who have had abortions (at least that I know if). 1 of them doesn't care, she has had 6 or 8 abortions...pretty much used them instead of the pill. 2 are pro life zealots now and feel terrible about the fact they had aboortions. 2 are pro life, but not zealots. The final one was overwhelming pro choice prior to her abortion. Attended rallies and everything. SHE felt so bad about havinghte abortion afterwards that 6 months later she blew her head off. She could not get it out of her head that she had killed a baby. She became totally obsessed and finally cracked.   So, yea...maybe it is not so out of line for people, including men, to say ""Think about it real hard because a lot of people regret it"". You don't have to get shot to know it hurts.",sarc
"Because I don't feel like copying and pasting articles into a forum when they can be easily accessed online. But for a quick summary: The CCR-5 gene mutation is present in about 15% of caucasians, with 1% having the homogeneous version. These 1% are completely immune. The heterogeneous people possess some immunity.",notsarc
"So all jellyfish die on the beach?   Hardly.   Let's use this same type of logic though.   A jellyfish is pretty fragile, as you pointed out.   Wouldn't a jellyfish that was very rapidly covered in sediment be broken into many pieces, if not ground to a paste?   Wouldn't this entirely rule out the possibilty of preservation in this manner?",sarc
********. Utter fraking ****. Scientists have already accumulated mounds of evidence which suggest the common ancestor. You choose to ignore it as do most scientifically ignorant christians.,notsarc
"oh, sure...ok...whatever you say.",sarc
"It's a flawed step in the right direction.   I support it compared to nothing. I did not support it when they were considering CUs vs. full marriage. They took the politically expedient way out.   Lest you leap to any unwarranted conclusions, my main objection is the blatent inequality inhererent in CUs.",notsarc
Thanks for the complement on intelligence.,sarc
"As far as I'm aware your aim is for abortion not to happen, my point is that despite making it illegal it will still happen -- making it illegal is not achieving your aim.   Hence my point is sound, and as such it is a good point.",sarc
When's the last time you heard of someone being killed by the accidental discharge of a fire extinguisher? Or when the last time a fire extinguisher was stolen from a home and then used in the commission of a crime? And don't you think the likelihood of being in a car accident is greater than that of being required to shoot someone?,sarc
"Archie, why should anyone even bother with you? You ask someone to explain polystrate fossils-three people do. You plug your ears and go ""la-la-la, I can't hear you"", then demand that someone explain polystrate fossils. Someone else posts 100 categories of evidence against a global flood, and you wave it away as ""evo lies"". Yet you demand we take your biased site at face value.   I swear, you get dumber by the minute.",sarc
Who cares?,sarc
I'm not sure that your comment will encourage any sort of discussion. Certainly no one is glad because your mother died so young. Not even creationists are likely to be gleeful.,notsarc
"I see a subtle distinction here. Creationism is concerned with the spiritual origins of people. ""Evolutionism"" is entirely concerned with explaining the nature and history of the physical world. The conflict of opinion arises out of the importance of the detail- can Genesis be accepted as a parable which contains a fundemental truth or must it be taken as a historical account?",notsarc
"There's absolutely no way in hell this could be legal in any sense. That California school got ***** slapped for expelling a student who had a gun off campus, beyond the jurisdictional reach of the school. So how can this school believe they can get away with such an insane policy?",notsarc
"So, by your logic, if there's a bad cop in New York, then all the cops in Boise, Idaho must be bad as well.",sarc
"What Is a Human Person and Who Counts as a Human Person?: A Crucial Question for Bioethics by Prof. William E. May   There is also an extremely academic school of thought which views the human person in terms of the ego in all its derivations. I cannot hope to summarize what this is all about, please refer to:   Philosophical Critiques: The Human Person - 3   One could also consider the social development of an infant, inasmuch as humans are, in most cases, very social animals.   According to primatologist Sarah Blaffer Hrdy, the human species is specifically developed to be part of a social system and a newborn infant comes ready made to push all the buttons of the system:",notsarc
"Actually there is a better solution.   Mandatory male and female birth control pills, financial penalties if you stop taking. Anyone who would get off the pill would want a kid, therefore, abortions would cease.",notsarc
