text,class
"NO PERMIT IS REQUIRED IN VIRGINIA! You can legally carry a firearm there if you are legally allowed to own one.   Virginia performs an FBI background check and issues a permit UPON REQUEST for those who would like the convenience of carrying in another state that does require a permit.   This statistic is just those who have requested one! Imagine how many people who lawfully carry THAT HAVE NOT requested one! I would imagine the number of folks legally carrrying is WAY more that those who have went through the trouble of filing a request.   Yet, in THREE YEARS, people who lawfully carry a gun have ""killed"" 107 people?   OOOOOOH! Wow! So us legal carriers have committed one tenth of one percent of all gun ""killings""? (Notice they don't say if these are justified or not.) Just to see how that looks - - - .01% - - There. That's how it looks:   .01%.   It's obvious why they don't compare this statistic to the average for the percentage of ""killings"" by the rest of the population who don't even carry guns.   Because it would show that ""killings"" by people who don't even carry guns outnumber ""killings"" by those who do by a HUGE margin.   The VPC can't have that now, can they? When you show the ENTIRE statistic, it makes gun carriers look SAFER than the regular population.   The HORROR! It would mean the VPC's point of view would be....uh....WRONG!",sarc
"No. Perhaps some effort into educating yourself would be appropriate. I presume that you expected a yes answer and your next question would have been, ""why are there still monkeys/apes?""   I sincerely request that you look at all of the skulls in the following two pictures. Please give me your opinion as to what each of these may be and how they came about. Please be aware that ""GAWD DID IT"" is laughable. I am aware that you are usually free from thought, but please make an exception and think about your answers.   http://home.houston.rr.com/bybayouu/skulls.html   http://home.houston.rr.com/bybayouu/skulls2.html",sarc
"Ingus, please see my comments at the end of my previous post.   The purpose of this thread is to introduce ourselves and have a Q&amp;A about the basis for each others views etc.   If you want to debate the specific differences we may have in our views, either open a new thread and invite me over, challenge me, whatever...   But I'm not going to debate it here.   I think this thread is a great idea.   People should introduce themselves, lay out their views however they see fit and let others do the same.",notsarc
"Amen !! Punish the whore !   If she would have just had the kid she would discover what we all know ... That the child would have been loved and protected given a nurturing home by her because she isn't really smart enough to know what she wants.   She MUST have the kid , when it arrives all will be well !! We just know it !",sarc
"He was using it as an example. He was saying that if something in your life causes you to sin, get rid of it!   BTW, thanx for giving me the references to your verses! It is really annoying to have to search through the Bible to find verses that people quote without references.",notsarc
"Damn, your links sure show a lack of knowledge. Do you have any sources that aren't ignorant as all heck?   While Hoyle came up with the term 'the big bang', he was mocking it. Hoyle was a proponent of the Steady State concept of the universe, which he held on to long after it was disproved by empirical evidence.   FFS, if you are going to use a source, have one that at least has the history of the theory right?   Yes, the estimated age of the universe changed over time. We got increasingly more sophisticated ways to measure it. In the last 30 years, the age estimate has not significantly changed, but the +/- has narrowed drastically. Do try to use a source that isn't over 30 years old.",notsarc
After reading that I had to go talk to Ralph on the big white telephone.,sarc
"That's not evolution. Life has evolved in the lab, many times.",notsarc
"YES, of course, they could not actually hunt, since that would be illegal, possibly a felony, whihc could lead to forfeiture of your rights.",sarc
What about speculative and theoretical sciences? Is a circle 'real'?,sarc
"Since animals can operate them, gun owners obviously need sufficient training to make sure they are used safely. It seems they need a lot more. On the other hand, the problem is largely self-limiting, since the cretinous owner either dies or hopefully learns from their stupidity once they recover from their injuries.",sarc
"thatisnt stupid, its what teh bible says. teh dinosaurs are heavier thatn humans so they sunk and humans foated. the arc protecid the rest ans they died later when humans kiled them tehy still see dinos today in congo so some survivd.",notsarc
"The simple fact is that people don't want the immense responsibility that logically pertains to their voluntary actions actions, so they fabricate denials of reality as a convenient escape, out of pure selfishness-- like every other atrocity in history.   The study of law includes an analysis of how people excuse their wrongdoings, fabricating pausible rationalizations for their acting to benefit at another's expense; denial is typically the first of these, claiming that the act ""does not hurt anyone,"" however obvious the contrary. Other rationales follow, such as self-preservation, natural right to act, and eventually growing defensive by blaming the victim.   While the fabricator typically believes his story original, it is anything but-- it's simply the inevitable course of selfishness.",notsarc
So what? I don't care! Gun ownership is an individual right and that's the end of it! You don't have to exercise a right hundreds of thousands of times a year for it to be protected by the Constitution.,notsarc
"That money will never be paid. ""Doctor"" Hovind (his doctorate is from an unaccredited diploma mill) has phrased his offer in such a way that it is impossible to get it.   Numbers 1-4 have absolutely nothing to do with evolution, but gullable people fall for it. Number 1 is actually impossible to prove.   Hovind probably doesn't even have $250,000. In 1996 he declared bankruptcy, and there's no reason to believe that his financial situation has suddenly improved. He claims that ""a wealthy friend"", whom he refuses to name, has the money. The committee that is supposed to evaluate claims is similarly anonymous, but he has hinted that it's filled exclusively with creationists, who are certainly not unbiased.   Read about Kent Hovind. He really is a worthless piece of scum.",sarc
Yep thats true.   There in separate buildings but right next to each other.   I see it being about as attractive as a crack house next to a school with a revolving door in front.,sarc
"So long as they do not contain my DNA, yes.",sarc
"You believe that your interpretation of the Christian Bible is more correct than his, and he believes that his interpretation of the Christian Bible is more correct than yours. This is quite simple, but that's never really helped you see the problem before...   Yeesh. Even when I spell it out, he still can't keep it straight.   No, marc, you're looking at the wrong quote. Try reading what I write.   Yes, you can expect accusations of quote mining to be common when you commonly quote mine. Say, do you think these two things could possibly be related?   ""Concise and readable"" takes a backseat to accurate. As I said, Miller overemphasizes views outside the mainstream of atheism and tries to paint all of atheism with the same brush. In fact, he picks a single atheist to spend three paragraphs on, then moves past his exaggerated claim. And with good reason.   marc's impeccable reading comprehension strikes again. marc thinks I was responding to a different point, despite the clear explanation of his ""citation about atheists using evolutionary findings to support their concepts.""   I figure it's his latest attempt at a dodge. Ignorance and incomprehensible babbling has gotten old to him, apparently.   Considering atheists don't believe in the supernatural, there's nothing else left. Now tell me how your truism actually means anything.   Lewontin did not say to forbid access to the Bible or other texts. You simply assume that he said that because you want to build as much of a strawman as you possibly can. See, if you had just quoted Lewontin instead of trying to censor his words, maybe you would have understood. ... Then again, probably not. I keep forgetting that your Persecution switch is fused in the ""on"" position.   Yes, Lewontin mentions the New York Times... the home furnishing supplement of the New York Times, in metaphoric comparison to the stage set of The Honeymooners. But you don't have a problem with your blatant misrepresentation, do you? No, no, anything to brainwash the kiddies and advance your delusion of massive conspiracy...   If Miller truly does understand Lewontin's point, he does a pisspoor job of explaining it. Lewontin says to eliminate the irrational and employ the intellectual. Frankly, I see nothing wrong with this; why do you?   The best case you'll ever be able to make regarding Lewontin's claims in this book is that he believes that a certain path to truth is the most effective. You claim that your path to truth is the most effective. Once again, we have no reason to believe either one of you over the other based on these statements alone.   Which Dawkins books that promote atheism (and by atheism, I mean atheism, not evolution) are required reading in public schools? Cite specific instances and include evidence that the ACLU rejected the cases.   This coming from the person who omitted so much that I had to elaborate on and quote from the book multiple times? No thanks, I'd rather make fun of your whining and your incomprehensible comprehension.   Oh, you didn't read the part where he distanced himself from atheism? The one where he explained that evolution is compatible with theism? I guess you missed it... It was only, you know, the vast majority of the book.   Oh, good, I get to do this again! They're not Christians, just like Judge Jones isn't a Lutheran. (Your foot should still be in your mouth over that one, but you never learn.) They're all phonies, aren't they, marc? Lucky for marc, he can accurately assess people's belief systems without knowing the slightest thing about their beliefs. But I have this ""power,"" too:marc is an atheist. Sure, he says all this fundie Christian stuff, but he's really an atheist. I know it in my heart because my own belief system, infallible and based upon the teachings of God himself, tells me so. I know, because I know Christians, and marc's not a Christian. He's just a big phony.   And there you go... atheist. Clearly, I've correctly labeled you, and you are nothing but a false teacher.Pathetic, marc. Absolutely, positively pathetic.   In other words, marc has absolutely no resolution to this conundrum except to leave us with this oh-so-powerful exchange:   marc [about Miller]: ""He'd think differently if he interpreted the Bible the same way I do.""   Miller [about marc]: ""He'd think differently if he interpreted the Bible the same way I do.""   *ahem*....   marc [about Miller]: ""He'd think differently if he interpreted the Bible the same way I do.""   Miller [about marc]: ""He'd think differently if he interpreted the Bible the same way I do.""   Yes, I'd speculate that he doesn't have such trouble ""stomaching"" priests. After all, he shares their beliefs, and not those of preachers of other (e.g. Protestant) sects, many of whom refuse to recognize Catholicism as truly Christian...   Keep on diggin', marc. I love helping you reach new lows.",sarc
"Actually it couldn't be any worse then it is right now. More people historically have died at the hands of religious wars then non-religion. Religion has been used to push extreme political viewpoints, selfishness, racism, destruction of whole cultures, hatred, and ignorance. Wow that's something for you to be proud of eh grizzly6626? Through religion, televangelists have become pimps where cash is more important than integrity. While I haven't seen any atheists with bombs strapped to themselves, we've all see plenty of religious fools blowing themselves up each and every day. And of course we all know how peaceful and charitable The Spanish Inquisition was. I guess it's true, when it comes to religion IGNORANCE is bliss...   BTW - you forgot to mention that hitler was a devout catholic.   Yeah, like I said before, it couldn't be any worse then it is right now",notsarc
"I know this is an old posting, but I thought I would add to it. I have built several 1911 clones. Press forge the frame (and slide, sometimes), then mill the parts. I use a CNC mill (about $750,000). A lot fo guys, though, use a $300 minimill from harbor freight. A setup for press forging the parts (press forging is the better modern alternative to drop forging) will set you back less than $200, if you are a good scrounger.   Gun building is probably a more common hobby than you might think. It is hard to tell exactly how many people are doing it, because a homebuilt gun requires no registration, permit to build, or any of that other XXXX (unless you are building an NFA firearm, which is a machine gun). There is even a yahoo group about building your own gun. Fro the faint of heart (those who don't want to forge or cast theri own reciver/frame) there are a bunch of places that will sell you an 80% finished reciever, which doesn't count as a firearm from a legal viewpoint.   I always buy my barrels since it is too much work to do the rifling. In a pinch, it could be done, it just wouldn't be a competition grade barrel. Of course, most firearms you buy don't come with a stock competition grade barrel.",notsarc
I see no reason why secular shows should be required to mention your mythology.,notsarc
"So what's the deal when GWB ""gives"" $3,000 but the insurance premiums cost $6,000, the family can't make up the difference and the $3,000 goes unspent. All we've accomplished is to transfer $ out of the U.S. Treasury. You think it's a good idea to just give money away and not get anything for it? You're thinking of the Clinton years when there was a surplus.",notsarc
"Just helping something live doesn't affect evolution unless it affects the ability to reproduce viable offspring.   If there was no nylon before the 1940s and there is an organism that can survive by eating NOTHING else, what does that tell you? There could not have been a population of nylon-eating bacteria before 1940. This is a new population that did not exist before.",sarc
"It has a financial impact on ALL taxpayers. To say that it has no impact on anyone else is disengenuous.   Wow! You can read Wiki's pseudo-knowledge. I'm impressed!   Now, tell me how the court can rule a California Constitutional Amendment to be unconstitutional before it strikes down the Federal Law that gives states the FEDERAL right to ignore other state's gay marriages.",sarc
"Oh? Don't you think that since Jesus said that whosoever so much as hated their brother without a cause is a murder?   Or are you Jewish and don't believe the New Testament? Is that why you say the Bible says nothing about abortion, or just plain killing at all?",notsarc
"oh, sure...ok...whatever you say.",sarc
"Because you asked me to quote your lies. I did. Not only can you not find whichever source you claim speaks of birds' infrared vision, you apparently can't find any source that does so. Despite this, you've been whining about how visible and UV camouflage must be moot because of birds IR vision.   And to top it off, rather than admit to your mistaken memory, you're blaming the imaginary source:",notsarc
"And for good reason. Electrical engineers in general have a pretty poor track record when discussing issues that have nothing to do with... electrical engineering. Examples: Walter ReMine, Fred Williams, etc.",notsarc
So you've never repeated a sin?,sarc
Is that all you've got?,notsarc
"So, if a baby is having trouble breathing that's been born already, you don't consider it a 'person'? Methinks you've not thought through the implications of your argument here at all.",sarc
"Define ""many"". What you really mean one is too much. Even when the one is used soles for personal defense. Besides your in Austraila, no one cares what you think.",notsarc
Purposefully communicating information as a means to an end... wound healing.,notsarc
"The counter arguments put forth by its critics do not defeat the Violinist arguments, at the very least. Whether one accepts the argument anyway is another story :P",notsarc
"Target shooting and handgun hunting, for starters. There's also self-defense, although not many people seem to have a great desire to defend themselves.   If there's no legal use for a handgun, then why do all those cops carry them?",sarc
"Again with the common sense, but that is another issue alltogether. You're arguement that the brain is a fundamental unit of life is just plain wrong, considering the majority of all organisms don't have one. Bacteria, Protists, Plants, Fungi, and some animals are all without brains. Brains are required for motion and fast response to immediate changes in environment, for example a falling rock. Brains cluster nerves so that appropriate action can be taken. Some brains are amazingly simple while others like our own are immensly complex.   Your arguements all show a general lack of study in biology and my common sense is appalled by yours. I am reminded of Bill Maher who once said about the intelligent design debate: ""Because you don't have to teach both sides of an arguement when one side is retarded.""",notsarc
"What's your point? Of course they will be bound by Heller just as the courts are bound by Roe v. Wade. That point wasn't in dispute. As long as you're talking about 19th Century Second Amendment case law, I like The State v. Buzzard (1842).",notsarc
"Do you have a fire extinguisher in your house? I have never had a fire in my kitchen but I still keep a fire extinguisher in there. I look at wearing firearms for self defense the same way I look at wearing a seat belt. I wear it and pray I'll never need it, but I'll be damn glad I'm wearing it if I do need it.   God Bless",sarc
"While it may be true that an ovum is formed during the mother's fetal stage, an ovum is not a unique human entity in and of itself. It does not become a unique human entity until it is fertilized at conception.   (Do you like semantics games?)",sarc
Our emphasis on Police and crime fighting reduced crime. Not gun control!   Our murder rate is largely an Inner City drug and drug gang related problem. Fix that and then you will finally be doing something!,notsarc
President Obama!? What did I win!?,notsarc
"A lot of work has been done on that topic. I would recommend reading Debating Design from Darwin to DNA It is a monster of a book, but it is definitely worth the read.",notsarc
"And you've been failing miserably, partly because your definition of ""atheism"" is asinine. Even most Christians would disagree with you.",notsarc
What does a mutation have to do with a heart transplant? What are you smoking?,notsarc
"Well, j, the blah blah blah part was pretty important.   It said, ""Seife is referring to how information continues to exist in some form after it has been violently altered; the smoke from a burning newspaper contains data about the newspaper's content, albeit impossible to reconstruct, and even black holes seem not to truly eradicate the information in the matter they consume. All of which has nothing to do with Dembski's claim..."" which is true. One definition has nothing to do with the other. Blah blah blah.   http://www.uncommondescent.com/index.php/archives/903",sarc
"Microevolution - Wikipedia, the free encyclopedia",notsarc
And Hogwarts seems like a great school according to the first Harry Potter.,sarc
You weren't referring to your home in your little story of helplessness.,notsarc
I think you are the same person as usa all the way and again.. you have no right to talk about murder because you murder the english language everytime you post.   And no.. the baby does not belong to god because there is no baby and I don't know if there is a god or not. Btw.. I'm not going to incubate something in my body because of you think it's wrong because someone who may or may not exist said so.,notsarc
"So, you would vote to legislate against it? Ok, now that thats cleared up, why do you consider sex to be so bad? Sex is a healthy part of a relationship or marrige, and i would not go to these lengths to minimize it. Sex has a small risk of ending in pregnancy, and an even smaller risk if using a condom, and even smaller than that if the woman uses a contraceptive. Then, if EVERYTHING fails, there would be abortion in the extreme circumstances that it does result in a pregnancy. I doubt that criminalized abortion will reduce sex. It will only cause suffering and fear for women.   I thought we were out of the dark ages already.",notsarc
And anyone who thinks this will be seen as an XXXXX and close-minded.,notsarc
"Not much of anything else either, it would seem.",sarc
Another oft-repeated lie.,notsarc
"Argh. Atheism is no belief in a god, ""without belief in god"". Why would you try to prove a negative? Did you wake up today and believe in a UNI because you couldn't prove it didn't exist?   Richbee has a long way to go to ""prove"" anything other than his fondness for rhetoric.   -Mach",sarc
None... unless she uses abortion as a form of birth control and has them regularly.,sarc
But we have an enumerated Constitutional RKBA. Apples to oranges.,notsarc
"which is pretty much the same thing. The majority of representatives get their way. The representatives are elected by a majority. Being overally picky about it gets you no where...we pretty much have a majority rules nation.   And we still haven't settled the question about how you think you can impose your belief on others but I can't. The ""convention"" idea didn't work, the idea that you aren't imposing a belief on others didn't work, so what is next?",sarc
"Wow, make up your mind. Either populations change over time (evolve) or they don't.   Would your wingless beetles be able to produce wings again if they were somehow beneficial again? You are starting to sound like Darwin and his finches.",sarc
"They can't, if you value science and common sense, however, science and common sense are irrelevent in their world.",sarc
"**   Again, sez u.",sarc
"Oh, well, that convinces me.",sarc
"So a free society is one where the goverment does not have tabs on their citizens? How could then the goverment work when it does not know who they actually govern? The foundation of economics is that you have correct data, else it´s the beginning of corruption not freedom.   And since when was there a dichotomy between freedom and socialism?   Further how does the usage of identification ease the rounding up of suspects? Wouldn´t it be rather MORE risk to be rounded up if you couldn´t identify yourself and thus automatically become suspect than be able to and take yourself out of the calculation?",notsarc
"Humm. More guns, more Concealed Carry and Violent Crime and Murder is down to it's lowest levels since they started to record it. So how can these studies be credible or considered in anyway correct.",notsarc
Read what i actually wrote for a change Yank.,sarc
Is that a threat?,sarc
"Yes, it is human, biologically. However, it isn't a human being as it isn't alive.",notsarc
"Actually, it makes sense only to you. If you look at nature for just a little while, you willl become aware of a great deal of death. But it is mostly very economical since scavengers make sure that there is minimal waste.",sarc
