text,class
"Yes, that's all true, and it makes complete sense. But in doing this, the Court may have created a situation where plaintiffs can argue that California is denying people the equal protection of the laws, by allowing some people to be married to same-sex spouses and not allowing other people to be so married. If that is the argument that the plaintiffs make in their federal lawsuit, this could be interesting. The courts might have to interpret whether allowing some people to be married and not allowing other people to be married violates the equal protection clause of the 14th amendment to the U.S. constitution. And then they might have to decide whether this means that all same-sex couples must have the right to marry, because some of them can be legally married. In other words, this situation may be an opportunity, because no one can argue that this is a case of apples and oranges of same-sex couples being different from opposite-sex couples. Now you have same-sex couples who are legally married and same-sex couples who cannot be legally married in the same state, which can be argued to be denial of equal protection of the laws. I don't know....it could be interesting. Maybe things won't play out this way. We'll have to wait and see.",notsarc
Of course we can ignore all the emotional and physical problems women lose when terminating a pregnancy.,sarc
"Well, both traffic in waste material. Many traps are present in each for them to function properly. And don't forget where biological evolution and plumbing both lead you--into a cesspool.",sarc
Will the Obama administration come for your guns?,sarc
"what about to d-y-k-e-s marrying each other, would you call it ""butch-ery""?",sarc
No proof anyone ever went from gay orientation to straight orientation.,notsarc
"No they don't. We didn't have a tyrannical society back in the 1830s when without a doubt personal autonomy didn't exist for some. The thing is, you don't have absolute personal autonomy now either. And it still doesn't answer my question about where the right came from, you just said there had to be one.",notsarc
"I'll have to apologize here, SoC. I confused you with another poster who also used Christ in his handle. You didn't run from the topic because you weren't the OP of that thread. Sorry about that.   If you'd still like to approach that thread, I'll respond and provide the link, but all readers should be clear that my accusation that SoC scampered away was mistaken, and any willingness to address the arguments would be solely to SoC's credit.",notsarc
"He has a bit more basic information about R.A.T.E. on his webpage.   TO also has a page critiquing R.A.T.E. methodology.   Sorry, I know you're looking for more substantial personal feedback, but this is some good basic information that doesn't rely upon a billion links.   You also might consider asking this question on iidb.org, and maybe Dr. Meert will respond to you personally.   More importantly, let us not get hung up on analyzing the raw empirical data only. For example, if I use a stopwatch to time how long it takes for light to flood the room after I turn on the switch, and I come up with 0.06s, you can't argue with my empirical data: I timed it at 0.06s. The fact that human response time is comparatively lousy and that a stopwatch is awful for extremely short time intervals is more significant that the stopwatch reading itself. This is the primary error that R.A.T.E. makes.",notsarc
"It would be 'an' analogy, but like the language analogy, it has its limitations.   It is interesting to note that creationist computer software developers/programmers cannot seem to agree on the implications of 'mutations' when using such analogies - one such person, C.K. Lester, declared that computer programs can accumulate up to 30% 'random change', just like DNA (hypothetically) can, therefore, the computer analogy is a good one. But programmer R. David Pogge declares that even a single altered bit in a line of computer code a million bits in length would destroy it.",notsarc
Well that explains your anger.   I hope you are blessed with homeliness. Makes your commitment easier to keep. How old are you now?,sarc
"Try the link. You've done the 'name calling', at least you could be honest about what you are doing.",sarc
"Almighty nature? You mean you believe in the universe? Welceom to the club. I think we can all agree we're part of the universe. Except for skeptics, they delude themsleves into thinking they cannot know (which they claim to know).   -Mach",sarc
"And why not? After all, Grimm's Fairy Tales is a wonderful read and who can deny the happiness Santa brings to 2nd graders? What's a bit more fantasy gonna hurt?",sarc
"You mean to tell me that you would deny a woman's right to her own body for a zygote, yet you have no problem murdering real human beings? Sounds like a conservative to me...",sarc
"You know that, I know that, but the creationists do not know that.",notsarc
"Can you read? You linked to a site that is essentially a bibliography. The title is ""Feminism AND Science."" Did you intend to mislead?",sarc
"Actually it couldn't be any worse then it is right now. More people historically have died at the hands of religious wars then non-religion. Religion has been used to push extreme political viewpoints, selfishness, racism, destruction of whole cultures, hatred, and ignorance. Wow that's something for you to be proud of eh grizzly6626? Through religion, televangelists have become pimps where cash is more important than integrity. While I haven't seen any atheists with bombs strapped to themselves, we've all see plenty of religious fools blowing themselves up each and every day. And of course we all know how peaceful and charitable The Spanish Inquisition was. I guess it's true, when it comes to religion IGNORANCE is bliss...   BTW - you forgot to mention that hitler was a devout catholic.   Yeah, like I said before, it couldn't be any worse then it is right now",notsarc
Good old monkeys! What can't we learn from them   Since we are in the Creation vs Evolution section I'm guessing that your debate here is that monkeys and humans show some similar ways of thinking such as in this experiment. It does seem like further evidence that evolution did take place between our two species although it isn't a case cracker by any means.,notsarc
"So redemption is not a possibility? They did their time, paid the penalty, and just want their rights as a citizen returned to them....l",notsarc
It's evidence of EAM. Probably she comes from a large family. Her mother always had her hands full and was on her feet day and night.,notsarc
So you've never repeated a sin?,sarc
But you think SETI is worthwhile!,notsarc
"I think I hear a bell dinging!! Ding! Ding! Let the round begin. Your giving me the invite, and I'm willing to take it.   Now I'm not going to make any comments on your ex, or whatever he is to you. Because I don't know him enough to assume anything about him. But I will make general statements on the effects of gay marriages on children.   I have seen so many documents, on teens the are confused about their sexual orintation, because of living i the house with their gay parents. On girl wondered if she was gay because her mother was with another woman. She felt that was normal behavior. And started to concider being with girls herself. But was confused when she started to like men. She actually thought that liking men was abnormal. Until others told her it is normal to like men.   A boy had almost the same experience, he did not know if he too should like men, because his father did. Often he would fight back desires for females, because he thought he needed to be with men. Not only that by he was ridculed by classmates because of his father being gay.   Alot of children endure harassment because of living in a house made up of parents of the same sex. Just because it did not happen to your son, dose not mean that it dose not happen. And your experience is only a fraction of 1% of the experiences that children go through because of having gay parents. It is impossible to say that it dose not happen. If it dose not happen to a few, then thats fine. But the majority suffers, and that far outweighs the few that don't suffer because of having gay parents.",sarc
This remains unspecified. (I explained this in the last paragraph),notsarc
No. I never mentioned grades. You brought that one up. I'm saying that having guns on school campus isn't a good plan due to the high level of emotions in the area.,notsarc
"He was using it as an example. He was saying that if something in your life causes you to sin, get rid of it!   BTW, thanx for giving me the references to your verses! It is really annoying to have to search through the Bible to find verses that people quote without references.",notsarc
"You are distorting my view. I certainly do not think that I am ""god"" or that everyone has to revolve around my standard. However, I do think that morality has to have a rational basis behind it. This is my particular rational basis.   My moral code certainly isn't my own invention but is based on the moral codes which I have often heard expressed by others, as well as the moral code of the German philosopher Kant (often referenced in secular moral discussions). Most people from childhood are taught morals at least partly from the same points of view I use. After all, how often have you heard the phrase ""How would YOU like it if that happenned to you?"" or something similar. That is essentially the same as my basis of morality. It seems to be very common. Even many religions use a similar basic appoach - ""Do unto others..."". Of course, we all differ enough in our psychology that we might have some differences in how we would expect to be treated by others. So, this approach that I present would not lead to the same result in all people. Also, this approach depends on the capabilities of the person to see the big picture and to be able to fully see things from the other person's point of view. Since we are imperfect in these skills, it certainly helps to have moral discussions, moral mentors, etc. who can enlighten us in various situations. It is not a perfect method but at least it is not arbitrary since it is based on reason. Note that the famous German philosopher Kant gave a similar secular moral code in his Categorical Imperative: ""Act only according to that maxim whereby you can at the same time will that it should become a universal law"".   Your view doesn't seem to be based on reason but on a blind trust in a religious authority that tells you that a particular set of rules is right and must not be questioned. For those of us who do not hold the same beliefs as you, those rules often seem quite arbitrary. Sometimes some of the reasons behind those rules are illucidated, often not. Sometimes the rules are the same as those derived by secular reasoning, sometimes not.   Personally, I would prefer an imperfect moral code that at least is based on reason and is refineable to one that is immovable and based on arbitrary standards.   On a last note, there certainly could be moral codes that are based neither on religion nor on some version of the moral code which I have presented. If so, I would be quite interested in hearing them.",notsarc
"That's the thing, though; even a self-professed non-expert can perfectly well refute the ridiculous points supersport continually spouts. supersport, on the other hand, doesn't know any better.",notsarc
"Don't you think this would fit the 'Creationism is nothing but lie's thread a bit better? Although I notice The Skeptic making disparaging remarks about your examples, it seems he attacks you more than deal with the well documented   examples you have.",notsarc
"Ladling out the guilt again, Maximus?   Don't forget take a large helping for yourself.",sarc
