text,class
"Don't even think about contriving how gay marrige violates YOUR RIGHTS assmonkey. That's the most ludicrous, inane statement I have yet heard from the Religious Right.",sarc
"Well, it depends on your definition of retarded I guess. The standards to get a drivers license are really not that high. Think of how dumb the average person is, and realize that 50% of people are dumber than that. Kinda makes you cringe.   And you wonder what has prevented me from being in an accident? Well, perhaps the fact that I am a concientious, defensive, and skilled driver who excercises caution while on the road. Maybe next time someone pulls out in front of me, I should just throw my hands in the air and scream ""take the wheel jesus!"" I am sure some magical being will fly down from heaven and save me from crashing. Yeah...sure.",notsarc
"Are we talking about the same Obama here? The same one, who's head of the DHS, told law enforcement to be on the lookout for anyone who disagreed with the government?",sarc
"I have no idea what this could possibly mean. It makes no sense, semantically or logically. It is so vague as a concept as to be worthless in terms of the pursuit of knowledge.",notsarc
And so have animals. Plants have been wiped out in the great extinctions too.   [quote]Carbon dioxide producing animals could even feed themselves with their own breathe![/quot]   Huh? You produce carbon dioxide. How do you propose to feed yourself with that?,notsarc
"I think you need to look up euthanasia, and not only for the correct grammar. Those examples are not euthanasia. Abortion is not the same thing as euthanasia.   Why don't you just say what is on your mind, rather than setting these ham-handed traps you hope someone will fall into? It is clear what your opinion is. If you have something to say, by all means express yourself.",notsarc
Where were the French on D-Day and the Normandy Invasion when Hitler was burglering their Nation? I don't recall history mentioning a Frenchman around but the Americans were saving their rears once again...,notsarc
"So you would go with the unknowable argument?   Well then this is applicable to your response:   So now you have said that god is undefinable or often said ""supernatural"".   T:I believe in God   A:What is God?   T:I dont know.   Then my question to you would be that if you dont know what God is... then what is it that you believe in?",notsarc
"Or, given that this is about feasts, a waist is a terrible thing to mind.",sarc
There goes said intelligence...,sarc
"As pointed out, with a different physics, chemistry and biology, the universe as we know it wouldn't exist. What is really damaging to the concept of creationism as truth is a list of what we should expect if a flood had occurred under the same laws of science that are in operation today. One problem with creationism (I know, you want to ignore the problems) is that they constantly fall back on miracle in order to do a reset of reality in order to circumvent reality when creationism bumps into scientifically impossible events.   I don't mean to rain on the parade, but with all that said, it has been done. There is a list of 28 items, originally compiled by Jim Moore, that we should find if the flood happened as per the Bible. Not even miracles can solve these. That list is followed by further problems that have been compiled by Ken Harding from numerous sources.   What Would We Expect to Find if the World Had Flooded   For more information you can refer to the Flood Geology FAQs at TO. Two items with information that specifically addresses the question of the OP are Problems with a Global Flood, and The Geologic Column and its Implications for the Flood .",notsarc
"And of course, the theory of gravity isn't ""physically"" proven either. Neither is the heliocentric theory or atomic theory or the germ theory of disease. However, evolution has been observed to occur and the current theories are the best explanations that we have for the observations. As far as your mangling of the ""Out of Africa"" theory, it would be nice if you actually learned what you are talking about before you babble such nonsense.",sarc
Please define complexity. Please define information. Both definitions should be relevant to biology.,notsarc
"I think they should. I mean, if you're under 18, you are still under your parent's guardian. I feel like they have the right to know if their child is getting an abortion.",notsarc
"Yes, the horror of voluntarily taking orders from someone in exchange for monetary rewards!!   If you hate your job that much, quit. You aren't being oppressed because someone offered you the option to do something. If you don't like it, don't do it. If you hate trade, you can go wander through the wilderness and eat berries and roots.",notsarc
"And you, on the other hand, because you are not educated in science in general, and evolutionary theory (why the quotation marks?) specifically, are qualified to correct those of us who spent years in study of the topic.",sarc
"Just on my way out, saw this, and YES! I have long believed that this is the heart of the matter, and have tried to make this point with little success from time to time.   I have never seen a direct response to this. Ever. Even in threads where the discussion has carried on in detail on both sides, this concept is totally ignored.   There was a similar, brief hiatus leaning towards this point in one of the threads over at IIDB where creationist spammer Afdave is rapidly losing his dignity and proving himself predictably ignorant in all fields of science including the philosophy of same.   It got really interesting for a bit and the guys over there looked to have actually got through to him for a bit, but then he predictably went into full Gish Gallop mode in order to bury his own cognitive dissonances underneath wave upon wave of standard AiG/EvoFairytale strawmen.   Just my two pence; this is a fascinating psychological point that should be discussed.",notsarc
How informative.,sarc
"Which wouldn't make a darn bit of difference - apart from the tiny matter of women dying and suffering permanent harm, but don't let that bother you. you'll also have to amend the constitution to remove any references to bodily autonomy. get ready to donate your kidney!",sarc
"Thank God. I too hope it doesn't keep going back and forth. While I live across the river in Parkville, Missouri, I used to live in Overland Park Kansas and went to school there. I think they are generally pretty good public schools, it's just the state school board that keeps effing everything up when they get some christonazis on board.",notsarc
"Well, let's see.   1 This is a skull from a modern human, the differences representing pathological deformities.   2 The dating is based on disputed methodology. Creation scientists have proved that radioisotope dating is unreliable.   3 The two pieces are only assumed to be from the same individual.   4 Where's the conclusive DNA evidence? (A nod to easyrider on the Religion board.)   5 These claims are made by scientists, and all science is an atheistic conspiracy against religion (thank you marc9000).   6 So where's the missing link between the new fossil and us? Huh? Huh?   Sadly, past experience suggests that creationists can wriggle on indefinitely.",sarc
"Come on, now. You're talking about a city where the dead vote in every election.",sarc
"I know this is an old posting, but I thought I would add to it. I have built several 1911 clones. Press forge the frame (and slide, sometimes), then mill the parts. I use a CNC mill (about $750,000). A lot fo guys, though, use a $300 minimill from harbor freight. A setup for press forging the parts (press forging is the better modern alternative to drop forging) will set you back less than $200, if you are a good scrounger.   Gun building is probably a more common hobby than you might think. It is hard to tell exactly how many people are doing it, because a homebuilt gun requires no registration, permit to build, or any of that other XXXX (unless you are building an NFA firearm, which is a machine gun). There is even a yahoo group about building your own gun. Fro the faint of heart (those who don't want to forge or cast theri own reciver/frame) there are a bunch of places that will sell you an 80% finished reciever, which doesn't count as a firearm from a legal viewpoint.   I always buy my barrels since it is too much work to do the rifling. In a pinch, it could be done, it just wouldn't be a competition grade barrel. Of course, most firearms you buy don't come with a stock competition grade barrel.",notsarc
"It's your article, not mine",notsarc
http://www.nytimes.com/2009/02/24/he...4hospital.html   But a fetus in the womb is far more important than the lives and health of these women.,sarc
"You know what?   You're officially too clueless to post on this thread.   You obviously haven't bothered yourself to figure out what's going on, so I'm going to kindly ask that you leave until you figure out what is going on.   As I escort you out the door (metaphorically), let me just repeat something for you that was in the FIRST SENTENCE of the article that you obviously couldn't be bothered to read...   I'll even make it nice and big so maybe it will help with your reading comprehension!   collect detailed data about each abortion performed --   and post it all on a public Web site.   Feel free to rejoin us when you figure out what's going on.",sarc
But the point is why are there relatively few creationists. The reason is that the creationist position cannot be defended in open debate. That is why creationist boards censor opposing views. On boards where creationists are not protected there are few.,notsarc
"To me, part of the point of the ""please, no scripture"" comment would be to forgo any insistence that we worship God just because the bible says to.   A person could insist that sons pay some form of homage / respect to their father on Father's Fay, but I would argue that it's not reasonable to do so in every case. For example, if the father was physically or sexually abusive, or the father abandoned his children, those would be reasons to fore-go any Father's Day formalities.   And ""God"" could be viewed as the absent father. Suppose we assume that he created the earth and life on the earth. What's his involvement been since then?   Should we worship him just because he's God?   Or, depending upon how one sees God, is God a being unworthy of worship and idolization?   And along those lines, utilizing the Bible as a reference could be a double-edged sword. The ""God"" of the Old Testament ordered slavery, misogyny, genocide, women as spoils of war, ...",notsarc
"So? God also says he made you out of dirt and then supernaturally lifting the dirt from the ground into the woman's uterus. Oh well, I suppose it is all beliefs no matter how silly it sounds.",sarc
"So according to you, you'd prefer it if only the bad guys are armed, because that makes it easy to tell who's the bad guy and who's the good guy; being the good guy is never armed, and thus never able to defend themselves.",sarc
And...?,sarc
"Really? Then why did you start off your little rant by admitting that ""...microevolution cannot be reasonably disputed."" Evolution has been observed, and that is a fact. Speciation in both plants and animals has been observed, and that is a fact. Apparently you don't know what a theory is. Might it not be wise to learn just a little about science before you make yourself look so foolish? Theories explain facts.",sarc
"Actually he is, and he's posted on this thread.   It is a pity that you're unwilling to debate, but endeavour a smear campaign as you did on the Science and Math posts. I would advise you read the above quote before talking again",sarc
What about them? Is this a question?,sarc
Really? I have not seen one coherent idea from both of them combined.,sarc
Because those who are pro life are against a womens right to own her own body. Her body her choice and none of anyone elses business. Remember control freaks are everywhere.,sarc
"So in your own words the police want to go on murder sprees, because they're armed. According to you the military is just waiting for the first convenient excuse to open fire on anyone, be them designated enemies or just innocent bystanders.",sarc
Look up the evolution of colour vision in primates. It's my personal favourite - but what do you think?,notsarc
Good idea!,notsarc
