text,class
"God talk about a bunch of foo foo poop!   What are you a girl?   Any way honey, dont you think that net result was a lot of people who for one reason or another could not resist there biological programming will get AIDS because they were told not to have sex in place of getting condoms?   I cant believe I had to explain that to you.",sarc
The article said very little about his observations and almost nothing about his methods.,notsarc
I know ... I know. I agree with you that it's sad more of those people couldn't or didn't take advantage of concealed carry to help prevent so many deaths. That needs to change along with education so more people can defend themselves.,notsarc
What in the Hell does evolution have to do with people doing bad things? I am a believer in creation by God and have never heard such drivel. BOY-HOWDY!!!,notsarc
"It is clearly not a strawman argument. I think he doesn't know what ""straw man"" means and I think he is meaning to say ""red herring.""   It isn't a red herring either; it's a perfectly logically related question. I would guess he doesn't see that as he neither understands evolution nor bacterial resistance and, thus, the relationship.",notsarc
"23,000 firearms were handed in when the UK had its gun ban. According to your logic those people that handed in their firearms can still be prosecuted because they took possession of a firearm prior to the ban. I don't think so.",notsarc
"But it took a lot longer to develop. My point was that only after about 5000 years of human civilization did empiricism as science develop. Religion, supernaturalism, and mythology trace back into prehistory. What we know as science didn't even begin to exist until the late 1500s and 1600s. Before that it was OK to do science like Aristotle did - no experiment, only thinking about a logical answer. Thus, heavy objects fell faster than light ones and any fool could tell that the sun orbited the earth.   But science is more than an inner way of thinking. It is a process and a method for learning about the universe. It is called methodological naturalism. That is not to say the science asserts that nothing exists except what is natural. It says that science can't study the supernatural.",notsarc
"Really? I have argued that God is an epic liar? Can you point out me arguing that at all you EPIC LIAR? Once again you are interpreting what I have said through that sick and unbalanced mind of yours, and then extrapolating that I am now arguing in favor of calling my God an EPIC LIAR. Is it absolutely impossible for you to debate issues while actually responding to what we really say rather than reading into what we say and redefining it to fit your warped and perverse perspective?   I mean, how sick and disturbed must your powers of reason and logic be for you to interpret my argument that Man, because of our linear view of time, is misreading the fact that God placed the stars in space at the same time much more recently than it appears to us to have occurred, that God is then an epic liar? Is God responsible for how we interpret the evidence when we attempt to do it apart from placing Him first and foremost into the equation? Is He the liar? Or are you who think like that deceiving yourselves by ignoring His place in the creation of time and space?   It is just completely beyond you to think from an honest and objective perspective, isn't it obvious child!   But for a more practical answer, imagine this. In the beginning, space was a void which spanned all of eternity. Only one object/energy source encompassed all of it from one end of its massive emptiness to the other, and that person was my God Yahweh. And in one second or minutes time, he spoke all of the stars that have ever existed, at different intensities and strengths, which causes them to burn out at different times. But he placed them at the very inner and outer limits of time and space at that time. Liken it to a farmer with a hand full of seeds. He pulls back his arm and throws those seeds to the end of the plot of land he is sowing at that time. To the ants on the ground, if they measured the time it would take to reach the farthest seed, it would represent a great distance, but to the farmer it was just one arms throw in time to disperse hundreds of seeds at one time.   Now here we are as finite creatures who can only see time from our linear perspective. Time is plastic. Our linear measure is man made for our convenience only. That you place what we call the measure of so called light years is arbitrary at best. But I am getting too deep for you and this discussion. The point is that our God has the ability to place the stars in every corner of not only what we again, arbitrarily call our universe, but throughout all of time and space.   But to we puny finite humans who have invented telescopes, it appears that these stars we are seeing today are ancient based on the perceived yet arbitrarily arrived at distance you believe they are from us. But since you are unable to even grasp the hugeness of our God, you also fail to appreciate that light years are a measure of distance rather than time. So by that definition alone, it is foolish to equate it with Earth time rather than Gods ability to reach any distant place in time and space and place stars there.",sarc
"What in the name of heaven is ""passive particulate selection"" is that found in quantitative genetics in some obscure corner - I challenge you to produce a reference to the term in the open literature. And Mendel's theory was itself (if anything is) particulate in nature and it was NOT derived from Darwin at all. It preceded Darwin and later of course DID serve as a plug in addition to supplant Darwins own inadequate theory of inheritance. And of course Mendel is long ago supplanted by much more detailed and modern genetic knowledge.   As to ""dynamic sytemic adaptation"" I also suggest you need to document where that term originates from other than yourself. Just what does that mean which is NOT covered by the vary-select-inherit process? Please tell us oh mighty lagomorph how antibiotic resistance arises by ""dynamic systemic adaptation"" instead of plain old VSI processes and how you distinguish the two.   [QUOTEHave to go now.[/quote]   Good because my tolerance for people who pontificate in pseudoscientific terms while pretending to themselves that they know what they are talking about is wearing very very thin.",sarc
#NAME?,sarc
"I take it you have no understanding of science, much less the scientific method?",sarc
"Actually the Apocrypha is made up of pre-Christian texts, and late 4th century is a bit of a stretch for the new testament, certainly all its component texts were widely accepted by the 2nd century. I don't whether it is ""generally accepted"" that the text was altered, it seems to me that you are projecting your own views based on the hypotheses of some scholars on to Biblical scholarship in general.",notsarc
Can your intellect explain infinity...such a tasty word,sarc
/hypothetical mode on.   The State murders an innocent man.   /hypothetical mode off.,sarc
So students don't deserve their constitutional rights?,sarc
they may respect life but what about respecting the quality of life?   if they cared about their children's future they would not breed like rabbits. It is callous to use their children to win the 'numbers game'   quality before quantity.   I don't deny that abortion is murder in the womb though.,notsarc
"The Word of God says otherwise.   Romans 1:25-27 - They exchanged the truth of God for a lie, and worshiped and served created things rather than the Creator—who is forever praised...   Because of this, God gave them over to shameful lusts. Even their women exchanged natural relations for unnatural ones. In the same way the men also abandoned natural relations with women and were inflamed with lust for one another. Men committed indecent acts with other men, and received in themselves the due penalty for their perversion.   You've rewritten Biblical Christianity. 2 Timothy 4:3-4 (New International Version) - For the time will come when they will not put up with sound doctrine. Instead, to suit their own desires, they will gather around them a great number of teachers to say what their itching ears want to hear.",notsarc
All forms of life? Animal life? Plant life? The mold growing in your bathroom?,sarc
And the man who impregnated the woman should walk away totally free of all responsibility!   Spoken just like an total misogynist!,sarc
"I believe murder is wrong, and there shouldn't be any of it in a perfect world, but i'm not going to force my morality down your throat and force you to abide to MY principals while demanding you abandon your own.   But it's not about me, it's about the person being killed.   Think about it.",sarc
"No. Anyone who sticks to beliefs that a god created the earth just 6,000 years ago is an XXXXX. People are free to believe that a god created the Earth billions of years ago though without deserving the ""XXXXX"" label.   Hope this clarifies things for you.",sarc
"What's your point? Unicorns breathe toxic gas and have low density, so they can get around all they want.",sarc
I believe they got XXXXXX at all the conservates on this board. So they went and joined a commie discussion board where they feel more welcome and can send congrats to each other for being smarter than regular people.,sarc
Only if she's piloting at the same time.,sarc
Right. The frenquecy of the alles have changed over time.,notsarc
"If this is your stance, then it's your job to prove it correct. Show us that Britain is just fine, show us that the criminals aren't awarded more protection than their victims.   Show us thimble head. Show us or shut up.",sarc
"Upon reviewing the golden rule ""do unto others as you would have them do unto you"" I see nothing of any other 'side.' It's very clear--treat others the way you'd want to be treated. No one wants to be treated badly, so if you follow the golden rule, you'll be benevolent.",notsarc
"But poetry will never be taken seriously in political decisions. Atheists have a lot to like in songofgenesis, don't they?   another quote",notsarc
I hope I have already begun to change your mind.,notsarc
"Oh? You worked on Bowling? When did the NRA and KKK ever burn a cross together? Hmmm? I can take a hint. Just something about that movie tells me Mike Moore is anti-gun.   Hey how about Chuck Hestons speech? Some how I got the impression he gave the speech in Denver? Did you? You know the 'from my dead hands speech'. Anyhow how did Chuck Heston get to wear TWO different suits from one speech?   Anyhow. If Mike Moore of Flint Michigan was behind that counter, would Mike Moore be alive? Survive with broken facial bones? Survive with internal injuries? Or overhelming beat his attacker that he survives unhurt and stopped his attacker?",sarc
"I don't give a damn about the circumstances of the unborn either(obvious here I am not saying I don't care what happens to either, but for the sake of whether or not we should kill the unborn this is my stance). Neither one should have a right to kill the other...and for that matter, no one else should be allowed to come up and murder the women or the unborn. So my views are still treating them as equals.   and I will ask you to stay away from more assumtions that you can't prove.",sarc
"OH! And I just finished breakfast...   Can anyone say, ""Fly By!""",sarc
"You've gotta love when ignorance lends itself to incredible mistakes like the above statement. ""Excepting"" that there is some magical sky man is precisely what atheists do.   Looks like we have another Einstein who wants to test his opinions with people who actually know what they're talking about.   lpdm, you'd better learn quickly, or I don't think you'll like it here as much as you were hoping.",sarc
"Oh no. The main disagreement between theistic evolutionists and Fundmentalists is that Fundies aren't worshipping God, but a false idol of their own making.",sarc
"And...   You're still left with the simple fact that the Declaration of Independance, the premise of your hierarchy of rhetoric, is not legally relevant to the government of the U.S.   The constitution was written after the declaration. Had they wanted to include wording from the declaration, they could have, yet they didn't, did they?   Your house of cards is built on a rhetorical slight of hand, trying to persuade by implying somehow that abortion being legal, which it is, in the U.S., right now, should not be allowed.   TIP: Trying forming a reasoned argument without such a weak premise, else, your entire argument is just as flawed, which it is.   Abortion is legal, for the right reasons.   A conscious, human, U.S. citizen, has rights.   Cells, without consciousnes, that are not citizens, do not have rights, are not individuals, and are not humans.   You can jump up and down, and post irrelevant things such as the Dec. of Independance, but it doesn't boost your debate credibility.   -Mach",notsarc
Whether a fetus is a person is not something open to consideration. An apple is not an orange. The reason that we have two words to apply as labels is simply because they absolutely are not the same thing. It is that simple.   Suppose that a fetus is frozen and implanted in a female 22 years later. Is it of legal drinking age at birth? Obviously not. We currently have the technology to actually do this.,notsarc
"Actually he is, and he's posted on this thread.   It is a pity that you're unwilling to debate, but endeavour a smear campaign as you did on the Science and Math posts. I would advise you read the above quote before talking again",sarc
"Ladling out the guilt again, Maximus?   Don't forget take a large helping for yourself.",sarc
It's possible that Archaeopteryx is not a direct descendant of modern birds but it's certainly not far from the line and it shares both avian and therepodian characteristics.,notsarc
"It was in the news for a while and I'm pretty sure the inquiry found that it was a terrible misfortune based on miscommunication between the hospital and the parents. There was no selling of stolen dead babies for profit type of business going on with is what Fishx implies with the first post.   Sorry, didn't mean to offend there but I still think its better than another baby has a chance to live than pretty much anything with respect to the desceased. If it happened to me I would have no problem at all about any of my organs being used to save lives, either directly or indirectly through training of more doctors or research. Yet, I still respect your wishes and said before that if this is going to happen it should certainly be cleared with the parents first. You're just going to have to accept my appologies and realise that I have no idea what you went through, having not been there myself.   Being in an abortion forum, and the nature of the first post it seemed very quite possible that Fishx had had an abortion, though regretted it and wanted the remains to bury - this is a very different case than the one you have unfortunately experienced, hence the question.",notsarc
Such as?,notsarc
"Or, given that this is about feasts, a waist is a terrible thing to mind.",sarc
So they're failing because they're XXXXXX?,sarc
"He or she is still subject to attracting a mate more effectively than other monkeys, as a step toward producing offspring more effectively via any number of mechanisms.",sarc
And your Orwellian position is showing.,sarc
I don't know how this can be true. Thank God that I didn't grow up with my biological father. I'm not really interested in being a jerk.,sarc
haha...I'll remember this next time I think of accusing you of spitting in one direction,sarc
Like most things theists that statement is based on ignorance.,notsarc
No. you're not making any sense. Where is symbiote? I got a horrible argument for him to dispell.,notsarc
Neener neener - is it time to go in from the playground yet?,sarc
"Well it could mean simple instinct, and I think you will find it was only applied to animals with brains. EAM attributes ""intelligence"" even to bacteria and to corn plants, trees, jellyfish, single celled eukaryotes etc. If one is to consider intelligence the main driver of adaptation it must be omnipresent in living organisms - there is zero support for this concept.",notsarc
"Nice try. If America was an Ally to Germany during WWII, to this day you wouldn't forgive US Citizens no matter what excuse they have.",notsarc
"The point is that these laws against cheaply manufactured handguns are no more than economic restrictions on gun ownership. This is similar to old english laws which established actual economic requirements for owning weapons. Gun accidents happening due only to poor construction are rare. This is just another form of people control, keeping weapons out of the hands of the poor so as to lessen their importance in politics. ""Screw them, they can't do anything about it.""",sarc
Uranus. Is. A. Ball. Of. Gas. Genius.,sarc
He wasn't discussing abortion nor was He promoting it. He was declaring war on an unclean people whom He commanded the Jews to wipe out in a time of WAR. Again you rip an event out of context and attempt to imply God was endorsing abortion.,sarc
"So your answer to the question then is ""Nothing"", Marc?",sarc
"And these are psalms, which are just popular prayers rather than the word of God arn't they?   Rather than go with the slightly bizarre 'well you're not King David are you...' type response, I could see it being fairly reasonable that God 'knows' people who are born. He might 'know of' the various individuals who are misscarried, die at birth or are aborted but what exactly does he know in relation to them?   Do our souls have their own personalities completely seperate from our mortal ones that are shaped as much by our souls as genes and experience - or does God 'know' them through the billions of other possible universes, i.e he knows them from somewhere/when they didn't die. But if that counts then that means our souls are spread out over an infinite number of copies of us. If so then surely the threat of Hell is irrelevant, either we are doomed because clearly some version of reality has us being evil (I've seen enough TV shows to know that this is pratically 100% certain.) or the soul is something seperate from us and our actions?",notsarc
"I think you need to look up euthanasia, and not only for the correct grammar. Those examples are not euthanasia. Abortion is not the same thing as euthanasia.   Why don't you just say what is on your mind, rather than setting these ham-handed traps you hope someone will fall into? It is clear what your opinion is. If you have something to say, by all means express yourself.",notsarc
"I think your idea has merit. However, before I would fully endorse it, I am interested in how you see it being implemented and administered from the standpoint of equal protection under the law.",notsarc
"Well, you will find claims amoung this group that 'If Jews understood their own scriptures, they would accept Jesus as their Lord and Savior', and ""Christians are fullfilled Jews"".",notsarc
The main incentive for a male child is that in China you can only have one child without severe penalties and a female child means the family name is lost.,notsarc
and,sarc
What I find hard to believe is that politicians will place their decision above the right to life of a human person only for political expediency.,notsarc
"Well is this serious science or is this ring-around-the-rosie on Sesame Street?   Am I just supposed to play make-believe and/or use my imagination? I can do that -- for instance, when I play with my kids, I'm real good at playing the role of ""Ken"" when we imagine that ""Barbie goes to the beach"" Surely the fossil record shows gradualism or not.   I bought a book a while back at a half-price bookstore from Niles Eldredge. He says the following about gradualism:   ----------------------------------------   Change in this manner (gradualism) is just not found in the fossil record. pg. 48   Darwin invented the myth that species were not real to convince the world of the nonmyth that evolution had occured. pg. 52   Darwin's prediction that long-term evolutionary change should produce a systematic pattern of gradual, progressive change in the fossil record was faulty. pg. 53   As we have seen in the previous chapter, the usual conception casts evolution as a gradual, steady process of adaptive change. And we have already seen that the fossil record conflicts with that view. pg. 57   We're faced more with a great leap of faith -- that gradual, progressive, adaptive change underlies the general pattern of evolutionary change we see in the rocks -- than any hard evidence. pg. 57   ------------------------------------   I guess I would consider myself more of a PE guy than a gradualist simply because of what the fossils indicate. It seems to me that instead of evolving gradually that animals evolve quickly -- like the spiders on my shed. (do you find it odd that they emerged yellow in the spring?)   It seems butterflies have this same ability.....Evolution sure is amazing!   For instance, Monteiro said, the darker wing patterns that show up in butterflies that emerge in the spring serve to warm up the butterfly faster, whereas butterflies that emerge in the summer have lighter colors.   ""Also, many butterflies that emerge in the wet season in the tropics have large, conspicuous marks on their wings that deflect the attacks of predators while the butterflies are actively finding mates and laying eggs, while the dry-season cohorts are very cryptic, trying to blend in with their environment and not attract any attention from predators until the rains arrive again,"" she said   http://unisci.com/stories/20021/0313021.htm",sarc
"Again Monty has shown that he doesn't bother to learn what he is talking about before he speaks. It is not true that science has ""found"" the mitochondrial Eve, nor is it true that it shows that one person can have all the DNA necessary for all the variation in human population. Both ideas are ridiculous in the extreme. The mitochondrial (note spelling monty) Eve is a mathematical concept. If the estimates of the mutation rate of mitochondrial DNA are correct, then she lived about 200,000 years ago or so.   And of course, the variation in human populations is carried by the nuclear DNA, not the mitochondria. High school biology students know this. And, of course, recent analysis has shown that every gene in the human genome has an average of 14 alleles. Since a single person can carry only two alleles of any gene, monty's assertion becomes pure nonsense.   Hank says:",sarc
"In other words, the author seems to think that because Mendel didn't know about genes mutating, we must continue to believe they don't.   Complete and utter nonsense from beginning to end.",sarc
Most of the laws of the Peoples Republic of Kalifornia are aimed at rendering the citizens into prey. You can't point to many that don't. Self defense is not allowed there I am afraid.,sarc
"Banning abortion is a tool with which to punish women you deem promiscuous or immoral and recreate through a police state a mythical golden age of christian virtue, got you.   The rest is just a cover story in the same way biblical creationists who want their religion brought into the school system advocate ""intelligent design"".   They call it ""lying for baby Jesus"".",notsarc
"Actually, selection occurs by differential reproductive rates. What this means is that organisms which reproduce more will have more offspring than the others (obviously). Therefore, traits that help organisms reproduce will become more prevailant.",notsarc
