text,class
"The idea here is to demonstrate that the odds of them realizing the same Genesis is impossible. That is unless God came back again, spoke his word into a book through the scribblings of random religious scholars. If you accept that this is inevitable, you are delusional.   The most likely thing would be for humans to come up with an entirely different religious doctrine. I would be willing to bet that it would pass through polytheism into monotheism as more information became available and eventually we would end up right where we are now. The problem with this scenario is that evolution would probably never be confirmed since our biological history would not be apparent. We would come up with theories that God made us and perhaps even some screwballs would say we were all part of an experiment and were placed on the planet by our ancestors a couple hundred thousand years prior.",notsarc
"Does this seem a little ironic to anyone else? Either becoming intoxicated is acceptable or it isn't, why does the method make one acceptable and practitioners of the other ""losers""? For the record I don't drink, smoke or partake of illegal drugs.",sarc
"And yet you seem to feel we should leave these issues to the government, which has done nothing but corporate takeovers in regard to banks, automotive industries, and now health care.",sarc
"Oh yeah, like that hasn't been tried before /sarcasm It darn sure isn't about crime control. No doubt some nefarious excuse to farther control the people and attempt to charge user fees to discourage a right. No doubt sinjin will approve so ""they"" can match fingerprints and type of ammo to the DROS registration file?   The early birds get the worm After June, the best spots may already be taken and kalifornia laws will be shot down and they will be left with just what they claimed to want...nothing economical, an end to registration, people carrying loaded guns and buying cases of ammo out of State (no tax) while crying wa wa wa wa wa!   Don't forget Jerry Brown will probably have some changes of his own. Seems he is more pro rights and 2A than 'da terminator'.",sarc
"Oh, I LOVE semantics games",notsarc
"So my question is this: Why doesn't a chihuahua birthe a Siberian husky in the Antarctic, or even in Siberia?   Oh, my other question is this: Why do animals die young instead of adapt?",notsarc
"So, evolution is falsified because Ford didn't draft chimps to work the assembly lines?   I've never seen such nonsense paraded about with such pride. I'd congratulate you on your win DamEtel, but I'm more impressed with your patience.",sarc
"Yes. It describes an action without ascribing its form to its end result, outcome, whatever but strictly to a cause/s force/s in action. That is why 'selection' is always teleological. In order to select or choose anything, an end must always be in view. There must always be a volitional discrimination of options based upon a criterion dictated by the desired end. The only time ""channel"" becomes teleological is when something live [a human or a beaver, let's say] intententionally does the channeling. But since it is understood that mechanical forces can also 'channel', unintentional, out of simple mechanics, the word channel cannot be called teleological. In the same way, 'sorting' can be considered non-teleological, hence mechanical, and thus suited to your glossary, because things can be sorted by mechanical forces alone. But 'selection' always requires volition and awareness. So 'selection' is always teleological.",notsarc
"Again your failure to understand what science is and how it works. Whatever your apostle tells you, science can't deny that something you may have seen is true. It can deny that it isn't science if it cannot be explained by naturalistic observation. Most especially, if the observation can't be repeated by another, then it isn't science. Science can make no assertion as to what you saw. You may think it is wonderful, but LSD had that effect.   How strange that you think that your emotions are scientific. Actually, it's sad.",sarc
I think he meant a sycophant.,notsarc
"The 2020 Global Food Outlook answers this as it says that a greater demand for vegetables will correspond with higher prices of vegetables in developing countries. Many articles acknowledge that starving people cannot afford much of any of the food for sale around them, and a greater demand for meat does not necesarily mean a decrease in demand for vegetables as populations grow globally. Since increasing meat consumption is irrational because it will not feed the poor and it will do even more damage to the environment, again, the solution proposed is to support the initiative for developing nations to become more self-sufficient in growing plant foods for themselves.",notsarc
Sometimes the state of the education system in the USA makes me cry.,sarc
Time to get a helmet...,sarc
Wow ehat a brave new world you live in.... Now lets say just 1% of all gun owners resisted (in the us that is several hundred thousand peppered through the land). With media attention to such infighting between government and citizens how do you deal with this?,sarc
"Maybe they just drink too much coffee.   And you probably work with more ""reefer heads"" than you think.",sarc
"I say, since there are medical uses for the stuff, the drug is not pure harm (as the authoritarians assert.) Marijuana has its benefits and harms, and some of these benefits boil down to a matter of personal preference. Illegalizing it, in effect, dictates a personal preference.",notsarc
"Do me a favor. Write, in your own words, two paragraphs. One explaining the electromagnetic spectrum (and the visible spectrum's place in it), and one discussing rods and cones in the eyes.",notsarc
"Traitor? More like the boy wised up on the matter.   So, Brady, how's it feel to have all your work and hopes destroyed in the blink of an eye? How does it feel to know that your last best hope for a disarmed society has abandoned you by the side of the road, and you're now out of options and the only thing left to do is eat the crow?",sarc
"You see, that's the problem: ""generally"". You obviously know little or nothing of how prejudice works in this country.",sarc
It has a financial impact on ALL taxpayers. To say that it has no impact on anyone else is disengenuous.,notsarc
"You are distorting my view. I certainly do not think that I am ""god"" or that everyone has to revolve around my standard. However, I do think that morality has to have a rational basis behind it. This is my particular rational basis.   My moral code certainly isn't my own invention but is based on the moral codes which I have often heard expressed by others, as well as the moral code of the German philosopher Kant (often referenced in secular moral discussions). Most people from childhood are taught morals at least partly from the same points of view I use. After all, how often have you heard the phrase ""How would YOU like it if that happenned to you?"" or something similar. That is essentially the same as my basis of morality. It seems to be very common. Even many religions use a similar basic appoach - ""Do unto others..."". Of course, we all differ enough in our psychology that we might have some differences in how we would expect to be treated by others. So, this approach that I present would not lead to the same result in all people. Also, this approach depends on the capabilities of the person to see the big picture and to be able to fully see things from the other person's point of view. Since we are imperfect in these skills, it certainly helps to have moral discussions, moral mentors, etc. who can enlighten us in various situations. It is not a perfect method but at least it is not arbitrary since it is based on reason. Note that the famous German philosopher Kant gave a similar secular moral code in his Categorical Imperative: ""Act only according to that maxim whereby you can at the same time will that it should become a universal law"".   Your view doesn't seem to be based on reason but on a blind trust in a religious authority that tells you that a particular set of rules is right and must not be questioned. For those of us who do not hold the same beliefs as you, those rules often seem quite arbitrary. Sometimes some of the reasons behind those rules are illucidated, often not. Sometimes the rules are the same as those derived by secular reasoning, sometimes not.   Personally, I would prefer an imperfect moral code that at least is based on reason and is refineable to one that is immovable and based on arbitrary standards.   On a last note, there certainly could be moral codes that are based neither on religion nor on some version of the moral code which I have presented. If so, I would be quite interested in hearing them.",notsarc
"Actually, the storm lasted for 40 days and 40 nights. The ark was actually afloat for a year or so. So I guess the answer is that the ark had all kinds of pestilent insects winging about and biting and stinging the occupants. The problem is, how did these aquatic breeders actually propagate in the feces and urine infested bilge of the ark?",notsarc
"Oh, I get it. So you believe, but you don't exactly ""believe"".",sarc
"The Word of God says otherwise.   Romans 1:25-27 - They exchanged the truth of God for a lie, and worshiped and served created things rather than the Creator—who is forever praised...   Because of this, God gave them over to shameful lusts. Even their women exchanged natural relations for unnatural ones. In the same way the men also abandoned natural relations with women and were inflamed with lust for one another. Men committed indecent acts with other men, and received in themselves the due penalty for their perversion.   You've rewritten Biblical Christianity. 2 Timothy 4:3-4 (New International Version) - For the time will come when they will not put up with sound doctrine. Instead, to suit their own desires, they will gather around them a great number of teachers to say what their itching ears want to hear.",notsarc
I believe studies have already been done on that subject.,notsarc
"Actually Electro, do you remember this thread?   Evidence for a flood? Oddly enough it took 20 pages before one of them even tried to argue against the reasons why the flood did not occur.",notsarc
So cross jurisdictional escort is a fairly common occurrence in the area. You will note that it is not the local cops talking about not being informed....it is the author of the article whining about it.,sarc
"Yes. Oddly, the picture makes as much sense as most creationists.",notsarc
"Right. It was thrown out of schools back in the 1960s, and again in the 1980s when attempts were made to dress creationism up in the jargon of science and call it ""Creation science.""",notsarc
How is killing a child pro child?,notsarc
"Rather unsurprisingly, the U.S. constitution does not have any bearing on Australian law.",sarc
"That's not evolution. Life has evolved in the lab, many times.",notsarc
"Congratulations. You are now part of a minority group. Marriage tends to either work or it doesn't. I know, brilliant observation. What I mean is either the couple is together for decades or spend x amount of years being unhappy until the unhappy is more than the baggage of divorce.",notsarc
Oh? And what is the specific amount of pot you have to smoke before you become a drug crazed fiend?,sarc
Including the universe?,sarc
"Didn't supersport openly admit he could not prove his own beliefs in divine creation?   For all his dishonesty, you have to admit he's more honest and forthcoming then Marc or AA have been.",notsarc
What other theories? Why mention them if you aren't going to explain them? You are actually on a board of education? I notice there was no mention of telling kids that there are other theories of gravity and that all of them have holes. Evolution is a more secure theory than gravity.,notsarc
"Oh yeah, generalizations are cool! Let's all jump on this bandwagon!   Black people bad, white people good.   Muslims bad, Christians good.   Fission bad, fusion good.   Geez.",sarc
"I'm not surprised that no one on your side of the debate would correct you, but wolves and dogs are both members of the same species. The Canid species, specifically the Gray Wolf, or the Canis lupus which the domesticated dog is an extremely close relative of, differing from it by at most 0.2% of mtDNA sequence.   The evolution of the domestic dog   The earliest remains of the domestic dog date from 10 to15 thousand years ago21; the diversity of these remains suggests multiple domestication events at different times and places. Dogs may be derived from several different ancestral gray wolf populations, and many dog breeds and wild wolf populations must be analysed in order to tease apart the genetic sources of the domestic dog gene pool. A limited mtDNA restriction fragment analysis of seven dog breeds and 26 gray wolf populations from different locations around the world has shown that the genotypes of dogs and wolves are either identical or differ by the loss or gain of only one or two restriction sites22. The domestic dog is an extremely close relative of the gray wolf, differing from it by at most 0.2% of mtDNA sequence.   In comparrison, the gray wolf differs from its closest wild relative, the coyote, by about 4% of mitochondrial DNA sequence14 (Fig. 4). Therefore, the molecular genetic evidence does not support theories that domestic dogs arose from jackal ancestors24. Dogs are gray wolves, despite their diversity in size and proportion; the wide variation in their adult morphology probably results from simple changes in developmental rate and timing 25. Link to source site:   http://www.idir.net/~wolf2dog/wayne2.htm   Here's a lineage graph:   http://www.idir.net/~wolf2dog/images/W2FIG4.gif   And what fossil records can you show that one species of animal has evolved into another species of animal?",sarc
"You know, I would be fine with that as long as it were truly a middle ground. If that term were used equally among straights as well as gays.   But it's just a term. The same as with the term ""marriage.""   It's just a term. Just a word.   Personally I feel the government needs to get out of the business of marriage altogether.   Let the legal term be agreed upon unilaterally.",notsarc
"Well, ya know, if you actually, oh I don't know, VISITED THE SITE, you'd see that the ""friendlyatheist.com"" is a blog-like page (and not the one that is actually giving the info on the evolutionary migration of humanity) and it gave a link to the actual website that we are talking about (the second link I gave): http://www.bradshawfoundation.com/journey/   But then, maybe we're expecting a little too much from a creationist.",notsarc
First of all not all Astronomers believe that.   All though it is a very long way to the closest star we really don't know how far stars are away from us it is not possible to know. It is an educated guess at best.   If you base your beliefs on science you will almost always have to change them so are they really beliefs?   Time and distance are 2 different entities. On the other side of the world it is a diffferent day.   A light year is the distance light would travel in a year if at the speed we have computed it to be on earth. How gravity affects light in space in pure specualtion as almost all of the cosmological theories are. Black holes were created to explain the big bang. There are lots of astonomers that are convinced the big bang is a myth.   If the stars were created near the earth and then streched out as the Bible says they were the relationship of time and distance would be quite different and would explain how light from a distant star could be seen.   No one really knows the answer so it is a matter of faith what you decide is true.   Both are possible according to science. The powers that be in science are atheist and get the most press. This does not make them right by default.   There is a very good book on this subject Starlight and Time if you are interested in what a brilliant scientist who believes in Creation has to say.   I will be suprised if you are.   I have read Hawkings and have him on audio and video.   To be fair you should take some time and study the opposing view IMO.,notsarc
Better is worse? See above.,notsarc
This is obviously not talking about abortion.,notsarc
"Ha, that is just an idiotic perspective. We'd have no laws (and many important ones) if you can't make a bill that doesn't affect you. Sorry Civil Rights legislation!",sarc
"I disagree, it depends on the nature of insult.   ""You suck! What kind of a dumb name is 'Robbie' anyway?"" Hardly requires a stretching of the old grey matter. But the snappy one-liner and the witty retort, or just a carefully crafted insult all require a fair amount of intelligence and insight.   Flat out denial requires least thought. I.e. ""you're wrong!"", ""you're wrong 'cos God says so!"" ""You're wrong 'cos Dawkins says so!",sarc
"But that is a misunderstanding of what the big bang theory is. What it isn't is an explosion. I don't suppose you have actually studied any astrophysics or astronomy upon which you base your rejection of the big bang, have you?",sarc
The Skeptic has requested no judges.   This actually suits me as there are too many of you that I'd have to pick from and I therefore avoid slighting anyone by not picking them,notsarc
"So in other words, you're saying that somewhere along the lines, God changed his mind.",sarc
"And, I'm sure you ask yourself that very question before you unzip your fly and whip out your pecker, right?",sarc
you should be allowed to buy as many as you want to,notsarc
"Well, to say it has no mental existence doesn't really tell the whole story. The fetus WILL have (more than likely) full mental existence in a very short time. It seems to me that if you ""view humanity with mental existance as important"" you'd also view as important that the unborn baby WILL indeed reach that point, in all likelihood.",notsarc
Actually quite a common name in South America... but I know what you mean.,sarc
and she would have been better by aborting the baby? That makes no sense. Instead of seeing your baby die naturally you would rather not look and kill it yourself. The same person died no matter how you look at it.,sarc
"You mean, the perpetrator is convicted and the defender acquitted? Yes, that's the rule and not the exception. Notice here how no-one ended up dead, or even particularly seriously injured. Additionally the circumstances described are incredibly rare, that's why it makes the news.",notsarc
"Then there's that state thaht wants to remove the use of BC and AD from the calendar. I guess they'll change it to some neutral like plus and minus numbers just to stay with the rest of the world....or maybe 2005 will change to 133,956,373,278.",notsarc
"And that's what scientists will do. No change there, then.   Now, on the subject of long-held religious views, how many so-called Christians will have a rethink when presented with new findings?",sarc
"Oh, I get it… Flashlights and I-Pods have souls and consciousness.",sarc
"(Playing devil's advocate)   And, by what authority would you deny a woman's ""right to choose"" an abortion that happens to be ""late in her pregnancy?""",sarc
Mongoloid? Is this 1937?,sarc
And you still have provided no evidence.,notsarc
That's so trite that it is meaningless.,sarc
Who but a creationist would ever make such a laughable claim?,sarc
"But if the repeated tests just confirm the same errors or misinterpretations of the results, all of the independent reviews in the World wont make a difference.",notsarc
"While it may be true that an ovum is formed during the mother's fetal stage, an ovum is not a unique human entity in and of itself. It does not become a unique human entity until it is fertilized at conception.   (Do you like semantics games?)",sarc
"I see a subtle distinction here. Creationism is concerned with the spiritual origins of people. ""Evolutionism"" is entirely concerned with explaining the nature and history of the physical world. The conflict of opinion arises out of the importance of the detail- can Genesis be accepted as a parable which contains a fundemental truth or must it be taken as a historical account?",notsarc
"Because his, as a Christian, doesn't follow the Christian Bible to anywhere near the extent that mine does.   ""Quote mine"" - looks like that will be a common acusation here. If I keep things concise and readable, I'm quote mining. That quote wasn't about atheists using evolutionary findings to support their concepts, it was about atheists being comfortable with theistic evolution, far more than ""believers"" (creationists)   And that didn't have a thing to do with my point.   Again, it was irrelevent to my point. Atheists believe the only source of truth is secular - it goes without saying.   No, Lewontin didn't say to give people the power to discover the truth, he's saying to give elites like him the authority to point them to ""correct"" sources of truth. Read note #47 for chapter 6. Miller didn't misinterpret him at all. In note #47, Lewontin even mentioned the NY Times!   Because there are no ACLU lawsuits when Dawkin's book is required reading in public schools. We have to more and more, as atheism is established.   It's a deal, if you'll put a hold on lecturing me about reading comprension as you ignore very relevant notes in the rear of the book.   The one where he bragged about defeating Henry Morris, a Christian? (pp 172, 173)   Sure they were, Christians are always opposing Christianity! All they have to do is claim to be a Christian, and there's no way they could be a false teacher!   And that's all irrelevent, because pages 240-243 concern what happens in the world today, not what happened concerning creation. His feelings about God's interactions with the world today would be different if he had a basic knowledge of the Bible.   Even though the Bible says God did. His understanding of the Bible is very undeveloped and limited.   So you're implying that when he made his snide little comment about ""preachers"", he wasn't referring to priests? I've seen it all now.   As I said, I hope to learn if all theistic evolution does not believe in original sin. I'd like to know if all Catholics believe the creation story is nothing but a fairy tale.",sarc
"Actually, for his hypothesis to explain the difference, he would have to say that the DNA changed. Even so, he assumes more.",notsarc
And the answer is: we don't know. Maybe it came from nowhere. Maybe it was created. We don't know.,notsarc
"I have no idea what this could possibly mean. It makes no sense, semantically or logically. It is so vague as a concept as to be worthless in terms of the pursuit of knowledge.",notsarc
"The tactics pro-lifers use make the Nazis look like the little league. I mean, seriously. The reason we are dealing with terrorism is because women have the right to the abortion procedure. Wow. Please give me one way those two things relate to each other.",notsarc
"Well he can defend his tax difficulties by claiming he is a creationist and thus cannot be trusted with quantitative processes involving a bit of mathematics. Then again he can tell IRS that GOD will provide and they should contact Bush to get Gods cell number. I am sure that IRS, GOD, and Hovind can work it all out.",sarc
"Well, I think it is best to use a real source. Like the Australian FBI, called the A.I.C..   The latest figures. Violent crimes from 1996 to 2007 (per 100,000 persons per year)   Homicide is pretty much a flat line no? However there violent crime is not. And to be fair, Australia's murder rate has always been significantly lower then ours and they should be congratulated for there socialization for it too.   So if gun related crime goes down but the murder rate remains relatively flat, but other violent crimes go up, then what is thew point of mentioning that GUN Related crime went down?",sarc
"Good lesson! Always take the easy way out to try and avoid consequences of actions. Instead of leaving a note on a car saying you accidently hit you...you should just casually drive away. Thanks Simone!   probably because this is an abortion forum and not a forum about the Iraq War..not only that, there is no parallel.   the fetus would be a real person...and it seems like....in order to make the iraq war/abortion connection....you would have to support the war!",sarc
"After. Christian fundamentalism is somewhat recent. It arose as a backlash to discoveries being made in science in the 19th century. From one follower of a 7th Day Adventist prophetess came ""flood geology"" in the early 20th century. Later, in the renewal of interest in the adequate teaching of science in the U.S. in the 1960s, there arose more modern ""creation science."" It began by adopting the flood geology of the 7th Day Adventists as the base.   Creation science begins with the assertion the the creation stories, the flood story, even the mythology of Job and Jonah, are literally true. Creation scientists then attempt to distort the evidence to support this particular version of the Bible. When creationists realized that the biological evolution of species does occur, they decided that God had created original ""kinds"" and then allow hyper evolution after that. Creationists call hyperevolution variation in kind.",notsarc
"Actually, that story was an invention after the fact. It never happened. At least that is what the witnesses who were there said. Why do christians feel that it is OK to invent such stories to support their point? Isn't that lying? Isn't lying wrong?",notsarc
You could try to be a good person and nevermind about the hocus pocus stuff. I'm not tryimg to convince you of anything. The fact is that what you use a reasons to believe don't hold up under logical scrutiny. Don't justify faith with logic. That only cheapens faith.,notsarc
"You know, your comparison of those that fought to end segregation, to those that fight to enact gun ban and gun control laws, is nothing more than a cheap and dirty tactic that does nothing to address the issue, and everything to suggest that breaking the law is alright if you're a politician or legislator.   There's a very large difference between people like Rosa Parks, and the mayor of Philadelphia; gun ownership is protected by the Constitution, segregation wasn't.   The fact that you're comparing those who instituted civil disobedience for good reasons, to those who want to violate state laws to pass their own laws because they think they know better and have a right to do so, just shows that you can't address the point at hand.",notsarc
"No, back to school... turn in what educational credntials you feel you have, and just stay at the coffeehouses... at least you have a .005% of hearing someone ineject some truth in one of those sidewalk tete a' tete's you nutters are so fond of... but here you are dead wrong. Have you ever heard of an egg? ever heard of a sperm? An egg is still considered a multiple cell organism, and a sperm as well. You're gonna have a hard time pulling that one off.",sarc
"Actually, qualified biologists know no such thing. In fact, I've never known one who would agree with that assertion. Can you give us some peer reviewed references to support your assertion?",notsarc
Source?,notsarc
