text,class
"gooey cute as this reads, how is this relevant to the philosophy discourse?",sarc
"maybe, but see, that does not match the materialist universe?",notsarc
"And I propose we put lunatics who make threats to completely legitimate doctors in a state mental ward for a few years to straighten them out.   As to the abortion issue, are the pro lifers really that willing to risk one of their precious fetuses over a traffic ticket?!",sarc
"So your answer to the question then is ""Nothing"", Marc?",sarc
"LOL! If my post was about either of those things, I would cut it down. The vast majority of the post, however, is about the objections to irreducible complexity.",notsarc
"My my, did someone get up on the wrong side of the bed or what, of course you realize that you just gave me the answer I was looking for, not that I didnt already know the answer, I just wanted you to say it. I dont believe I need a clue, so I will let you have it instead Brady.",sarc
"You think it was Me? You are yet again, confused. I don't even know what a DROS is. Department of Registration Ohio State? That would be my best guess, seeing that I am from Ohio!",sarc
"They are both written in the bible. Neither of them have any evidence (apart from the bible) to support their existence. One of them has been proven to be utterly false. This naturally discredits the other, as they appear in the same publication by the same author. Why decide one is true when the other is clearly not, and neither have any other supporting evidence?",notsarc
It has a financial impact on ALL taxpayers. To say that it has no impact on anyone else is disengenuous.,notsarc
"You are like, so totally noble and sensitive! I really admire your pro-humanity stance. That is going out on limb.",sarc
"And these are psalms, which are just popular prayers rather than the word of God arn't they?   Rather than go with the slightly bizarre 'well you're not King David are you...' type response, I could see it being fairly reasonable that God 'knows' people who are born. He might 'know of' the various individuals who are misscarried, die at birth or are aborted but what exactly does he know in relation to them?   Do our souls have their own personalities completely seperate from our mortal ones that are shaped as much by our souls as genes and experience - or does God 'know' them through the billions of other possible universes, i.e he knows them from somewhere/when they didn't die. But if that counts then that means our souls are spread out over an infinite number of copies of us. If so then surely the threat of Hell is irrelevant, either we are doomed because clearly some version of reality has us being evil (I've seen enough TV shows to know that this is pratically 100% certain.) or the soul is something seperate from us and our actions?",notsarc
"If same sex couples are offered equal rights under a PACS (or some other legally recognized union) as married couples, why does it matter which ""door"" they come in through? They get all the same benefits, including the benefits that come when one partner dies.   What's the beef...except that you can't say that you're ""married""?",notsarc
"Actually, evolution occurs on the level of the population: individuals don't change, but populations do. See the examples above.",notsarc
"Not!   OK, too short, Not!",sarc
"Translation = ""I've closed my brain off and I've got not nothing.""",sarc
"After what the Fins been through, fighting the mother country, the Soviet Union under Lenin and then Russia and Germany and finally Germany, I doubt they are going to let their own government take away their guns??   Most folks have learned to leave those Finns alone.",notsarc
"Yeah, I should, then we could have a more intelligent converstation   You understand that in the Plaxico Burris case, the ""authorities"" did just exactly that, found ammo of a different caliber and assumed he had those guns too. Article today on that at RKBA.   Of course, you would probably be more interested in this:   Texas jury jails man 35 years for marijuana possession | Raw Story At first I thought maybe you had come to see old Doc and got waylaid on the way. Nice to see you posting whatever!",sarc
"Again, we never said that a human fetus was a different species.",notsarc
"If this is what passes for American healthcare, then your need for change is even more desperate. None of these ""treatments"" is available on the NHS.",notsarc
What about the pain and death inflicted upon the innocent women and girls forced to give birth? Have you no regard for them?,notsarc
"That should be, ""duh"".   I knew what you meant. A bit of humor is ok.   But I guess you don't have anything to say about the implications of this study.",notsarc
So once again you're steering away from the debate? I don't understand why your ignoring the debate and going off in a whole new direction even after making this same mistake in your last post. You're still showing that the Bible has a flaw in it and therefore your making up your own story about what happened. You're also making predictions about the future based on your own interpretation. I'm sure you won't even considered that your wrong about either of these things though I doubt you have any reason to believe in either of them other than you have the idea stuck in your head now.   [quote]The above fully answers the apparent contradiction you and others find in these passages. The reason you may think I may be presenting information contrary to normative Christian teaching is that you have picked a peculiarly thorny passage - something that skeptics of the Bible and enemies of God will almost always do.[\QUOTE]   It only answers the contradiction after you fill in the blanks with your own interpretation and of course your interpretation is based on your personal views and no facts. All the facts that you can work with are in the Bible and as of this moment the Bible seems to have a flaw in it. Your trying to cover this flaw with a story that you made up. I guess in your mind this makes sense but I don't think many Christians would even agree with you much less those of us who look for logic.,notsarc
"And religious folk in the south used the Bible to justify enslavement of thousands or millions of blacks, and also to justify their treating blacks as mere property. I suppose (but am not familiar enough with all of the details to know for sure) that some even used the Bible to justify linching blacks.",notsarc
That's great for women!   What about the rights of their children?,sarc
And...?,sarc
"The fear of God? What God? Only yours or any God? How about the fear of something greater than yourself? Would that be progress?   I'm not trying to inform you or anyone else of anything at this time. I posted thread originally to get reactions to it so that I could better judge whether those views were valid or not. As a side affect people may be influenced by the debates that happen here, but I am doing this for myself more than I am for anyone else. So don't think I'm trying to push anyone to believe anything, although I do wish for people to question their own views as a way to best understand what they believe in and why they believe it. Based on the way you posted here, it is my guess you are unwilling to do that in the case presented here.",notsarc
"You are one crazy poster Steeeve. 62 posts in 2 days. You live on here or what? Well, anyway, I like your style so far, so keep up the good work.",sarc
You made the claim. Another lie from the radical cheap seats!,sarc
"Please, I beg you, stop trying to jam the world into your ""creation"" account through reason. You just won't get anywhere through reason, if your first choice is to believe the bible (any religious works) as truth, and go from there.   What you just said is ""[adaptation] would be mutation by natural selection, not evolution""   First, the adaptation refers to the adaptation of the species. A population of wingless beetles survives. The missing wings is the mutation, and isn't caused by anything other than a mutation, it's not a result of their being winds, or there being a god, it's just a mutation in the gene code.   The gene for the wings can dissappear into the endless gulf of other discarded mutations since those organisms that carry it will most likely die off before reproductive age. It can also be left in the DNA sequence, unused, and not active, unless some other mutation activates it. ( A large percentage of our DNA seems to be unused garbage code).   When this happens, your species evolved. What is your point, that beetles can evolve? Yes, they do. All life on earth seems to. Yet you don't think it's due to evolution? Mind-boggling. Who is telling you evolution is ""bad"" or ""wrong""? Only if you arrive at that conclusion WITHOUT religion, can you even begin to have a discussion on it.   Evolution in life only requires:   DNA replication   Mutations   A natural environment (that is, what we see here on earth, a complex system)   time   Which of these do you feel is ""incorrect""? We can prove any of these, why persist?   -Mach",sarc
"Well, at some point they are sentient beings(surely you agree), that's the point that the fetus becomes a person in my opinion. Before that it's not really too bad. I don't have a problem with people ""having sex in an improper way"" or choosing to ""screw each other how they would like to screw each other"". I do have a problem with people creating a feeling being and then killing it, as is the case when fetuses become sentient and are aborted. You also say that it is my opinion, which it is, but it is also your opinion. You have said that women who have abortion because they arn't responsible are making bad decisions.   First off, it's not punishment, it's taking responsibility for your actions. I have addressed the men, this is what I'm talking about, it was in my last post. Are you really reading the my posts? I said ""They(men) should have to raise the child also as they are equally to blame"". If I could take some of the birthing pain from women and give it to mwn, I would. The bottom line is that women know that if pregnancy occurs their will be pain, yet some do not protect themselves against it. Why would it then be my responsibility to take that pain into account? They accepted the risk when the didn't try to protect against it.   Yeah, like the one that I addressed the men in, right?   I have never said that we should punish 12 year old orphans. Show me where I said that. I said that the parents should help raise the child if they have the means. Would that put a slight damper on the 12 year olds social life? Probably, but she will be an adult soon enough and she should take some responsibility for her actions. The father should have to do the same. Why do you admit that the actions of the 25 year old are tragic but you don't want her to take responsibility?   How does being poor limit your responsibility to protect yourself? I know a poor woman who has 10 kids just hoping that one day she would find a man that would be willing to help raise the rest. Also, what do you mean by ""less fortunate? It never happened but she kept having kid after kid and hoping it would. Should she be excused for her behavior because she is poor? No, she kept going to BARS looking for good men. Bad choices = bad outcome. Do you think that this is proof that abortion is necessary? Nope, abortion IS NOT the answer in cases like this, only responsibility can solve the problem. The bad thing is that only one of the men do anything for the children and he doesn't do enough. She has never filed for child support and the kids are almost never disciplined.   I don't want to do anything as far as laws are concerned. I would recommend that she and the father raise the child, but sadly that may not happen. I will just continue to have pity for all of the irresponsible ""lovers"" out there.",sarc
Genes transfered horizontally are as subject to selection as anyother form of gene. Once intergrated into the recieving genome they are simply one more heritable element and if they alter the phenotypes (many are either neutral or even inactivatee) then of course they are subject to selection. Why do you think otherwise? Remember that horizontal transfer is a rare event roughly on a par with ordinary mutations.,notsarc
"The reality is that it's the ANTI-GAY side who too often include pretenses of ""society imploding""...   Can you name me anybody who has asserted ""society imploding"" or ""weight of legal quagmire"" on the ""gay pride movement"" side?   Once again, you run away with pointless strawman arguments...",sarc
"Largely, out of date. To paraphrase myself from earlier, the differences between 'then' and 'now' are as follows:   Increased availability and proficiency of viable alternatives for self-defence.   Increased availability and improved variety/design of handguns.   Different type of 'gun crime' - it is now largely opportunistic.   Today's government need not fear almost any citizens militia, unless absolutely overwhelming.   Today's government is less in need of a (potential) extra army to defend against foreign assault.   I may have missed some...",notsarc
"Really! Then I assume that you have read Darwin - at least On the Origin of Species. Otherwise you are babbling. Please cite specific passages from Darwin's books where he made ""morals and ethics"" a joke. Please also do the same for the works of Dawkins. Your assertion presumes that you have read the works of both men.",notsarc
"Really?   If ""nature"" meant for all things to reproduce through heterosexual methods then maybe all other forms of reproduction would not exist, hmm. They would have been ""eliminated"" because heterosexuality is far superior. Think again. The majority of organisms on this planet reproduce using binary fission (bacteria dividing), asexual reproduction (there goes your ""individual gratification argument), and zygotic reproduction. None of these things require sexes of any type.   Even animals that have ""normal"" sexual reproduction can reproduce using a process known as parthenogenesis, in which only a female is required to produce offspring (turkeys and lizards do this). If homosexuality isn't natural or is inferior, then why do we see examples of it in nature. The bonobo (closely related to the chimpanzee) exhibits heterosexual and homosexual activity in both genders in the wild, and the bonobo and humans share a very common ancestor.   Look, you can't say that one way of reproduction is ""the standard"" since it is clear that different species reproduce in a variety of ways. You also can't say that homosexuality is a disorder if you follow your previous logic that what is ""natural"" is valid. Also, you said that heterosexuality is superior because it has a ""greater purpose"". By implying that something has a purpose, you stray from the realm of Science by assuming a teleology. If you want to assume that things were given ""purpose"" by some higher being, that's fine, but you'll have to stick to religion to defend your argument. In science, it is impossible to assume a purpose. For example, what is the purpose of a river? To flow to the ocean? To carve a canyon? To carry sediment? You can say what something is good at doing, or what it does, but you cannot say what it was ""made"" for (purpose) without implying some grand design that can be easily provided by your local religion. As for hetero and homosexuality, it can be said that heterosexuals are better at producing offspring than homosexuals. Does that automatically make heterosexuality superior based on the arbitrary criterion of number of offspring produced? So in the eyes of a value system that believes that something is valued higher that creates more offspring or ""life"", heterosexuality would be superior. But in the eyes of science and reason, your argument doesn't hold water.",sarc
"**   I ""pretend"" to nothing. I am not ""pretending"" to beilieve you to be a materialit/darwinist. I do believe exactly that.   And as for your threat to make my arguments look silly, I'm not shaking in my boots. I've made your arguments look presumptuous, pretentious and silly, but you have never yet succeeded in doing that to any of mine.",sarc
17-,notsarc
"Actually, they have. But only Leviticus and Numbers.",sarc
"But still, if you think there are rights in the bill of rights that is wrong, that should not be granted or guaranteed, it would be a viable option to vote for removing them.   What debate are you trying to end here? The debate: 'do you want little or less gun-control'?",notsarc
"Yes, with a crime rate larger than New York City, Chicago, Philadelphia, San Francisco, Los Angeles, Indianapolis, and Las Vegas, they're a wonderful example to follow, aren't they?",sarc
"So it's the scientific community that sets up communication within a society, and then the dumb old common peasants come along and screw it all up? Hahaha – sorry but I'm not convinced.",sarc
"So sorry, Anastasia...that's a horrible thing to face. And now, using that excuse? What!   If justice was swift for the guilty then he would not have escaped only to do it again. Some criminals never change, and via your testimony, only live to do it again.   There are some who need to be put to death.   Your situation made me shudder, Anastasia. But, I am glad you didn't let it (revenge) effect you to the point of taking his life yourself.   If it would have been my father, those many years ago, I cannot say that I would have waited, nor would have accepted that lame excuse of retardation. I could very well be in prison myself.",notsarc
"And the resemblance of the bill of a platypus to that of a duck is superficial. You don't actually try to learn the basic facts about anything before you speak out, do you?",sarc
"Really? A lot of people say that every answer makes more questions. In some ways we seem to know less now than we did at the time of Newton, in that we are less certain.   And Newton's laws deal with what happens in a vacuum with no resistance, not direct human experience   At any rate, my point is that you can't see all the evidence as piling up support for 'science' as 'science' is moulded to fit that evidence. Not a criticism of science, btw.",notsarc
"Right. It was thrown out of schools back in the 1960s, and again in the 1980s when attempts were made to dress creationism up in the jargon of science and call it ""Creation science.""",notsarc
"Since when are profetallifers ""reasonable people""?   How reasonable can it be for them to try to impose their particular answer to a metaphysical question on others who believe differently?",notsarc
What in the Hell does evolution have to do with people doing bad things? I am a believer in creation by God and have never heard such drivel. BOY-HOWDY!!!,notsarc
Fossils show inherited change. Adaptation does not.,notsarc
"Yes, it's very subjective. I was using evil as an example that was incorrectly used on the website. Even though evil is subjective, you can still be evil. (you can do evil to take away your goodness, but the only way to make yourself colder is by removing your heat, not adding ""cold"")   No, but there is proof that it's that way, which can be seen through a combination of personal experience and the experiences of others.   The classic example about seeing that the Earth is round is that of the horizon. Why do ships appear to sink as they approach it?",notsarc
"Really, did it take long? ROFL. Did they turn grass into a tree or maybe rice into a tomato? Got pics?",sarc
"Not in matters of atheism. Tell me, when science discovers something that seems to agree with the 150 year old writings of Darwin, are the writings of Darwin disregarded? Or is that type of history trumpeted to the masses?",sarc
"Doesn't matter if they ""give it up"" or not. They don't legally issue death certificates for abortions. Imagine that. Death certificates are ONLY issued to once living persons. OH WAIT!!! I think we just proved that a ZEF is not a ""person""",sarc
"And how is your think group any different, you all think alike just as gun owners all think alike. So stop calling the kettle black.",notsarc
"Yet this need for revenge is far removed from the need for justice. My original post addresses this feeling or need for the criminal to die. It has no relevance in the discussion of justice, only revenge.",notsarc
"Oh, OK then.",sarc
"Please define ""climb upward"" and ""downhill slide"" in biologically meaningful terms. Please define ""degeneration.""",notsarc
"Well I suppose I could've always put up a sign that said ""Trespassers will be held with legal counsel, robbers will be shot, survivors will be shot again"" but you're just welcoming trouble with that.",sarc
"the reason why premise 1 can logically stand is that God is first of all defined as the ""greatest possible being"". no matter what reality we are considering, such a thing as the greatest possible being in that relity must exist. ""greatest"" is a superlative, compared to all other beings that exist   its like ""the oldest man alive"". no matter what scenario, such a person as the oldest man alive will always exist, therefore such a man (that fits that definition) will have a necessary existence",notsarc
"which is pretty much the same thing. The majority of representatives get their way. The representatives are elected by a majority. Being overally picky about it gets you no where...we pretty much have a majority rules nation.   And we still haven't settled the question about how you think you can impose your belief on others but I can't. The ""convention"" idea didn't work, the idea that you aren't imposing a belief on others didn't work, so what is next?",sarc
"I'd be curious if Berkowitz studied whether a sword or club produced the same effect as a firearm?   Short of castrating all boys at the onset of puberty, I'm afraid boys will be boys.",sarc
"Looks like you're not asking for objections to the conclusions and analysis this time around, like you were here. I guess it is wise only to argue on the grounds you know your opponent will find the most irritating or difficult.   At any R.A.T.E. (ha ha ha...), I'll repeat the objections raised on the old forum, which move to doubt the sufficiency of the empirical data:   From http://www.creationresearch.org/crsq...1_1/Helium.htm:   ""Thus our new diffusion data support the main hypothesis of the RATE research initiative: that God drastically accelerated the decay rates of long half-life nuclei during the earth's recent past.""   The empirical data is missing, Zero. The problem with the empirical data in support of the above statement, is that it does not exist.",sarc
"Repeating superstitious nonsense makes it no less mythological than the first, second and third time you were shown it to be so. Skeletons, even from the BRONZE age, let alone your incorrect reference to the stone age, are not fossils.",sarc
"I know that not all people who are pro-life are woman-hating. I, too want to see abortion reduced to the bare minimum. I just disagree with most pro-lifers on how to accomplish that.   My issue was with ROCC's attitude in the post I was responding to. To summarize he/she said that your shouldn't get pregnant and if you do - you just get to deal with it. There is absolutely no regard for an individual's situation, the attack is entirely focused on women and it offers NOTHING that will help reduce abortion.   ROCC's statement was quite woman-hating, but no, it is not indicative of the pro-life side's feelings about women. The only times I am compelled to really think pro-lifers are anti-woman is when they have the ""pregnancy is a woman's due punishment for promiscuity"" attitude or demand that a woman die/put her health jeapardy or demand rape victims go through with pregnancies. If you can't see the woman in even those most extreme situations, then you clearly have zero regard for women.   I believe that abortion stands it best chance at being reduced by addressing the things that lead to unplanned pregnancy and the reasons women choose to abort. To demonize women and simply take away choice without addressing these things will not reduce the number of unwanted pregnancies, or gauarantee responsible choices. It will lead desperate women to desperate action, though (i.e., coat hangers).",notsarc
"And in those 150 years, all the evolutionists in the world haven't been able to falsify or debunk the book of Genesis. Of course, in their own deluded minds, they actually believe they have done just that.",sarc
"Nice try. If America was an Ally to Germany during WWII, to this day you wouldn't forgive US Citizens no matter what excuse they have.",notsarc
"Well, either the real or imaginary Phyllis implied those things in the post under discussion.",sarc
"If science deals with how information is gathered, different ways of analyzing, and different hypothesis, then it involves worldviews. The base for the worldview of a sizable part of the population should not be excluded. Maybe in Saddam Hussien's Iraq, maybe in communist Russia, but not in the United States.",sarc
"Oh, it was going so well too",sarc
"And where, pray tell are you pulling THIS strawman from?",notsarc
"Some references please? In general, it seems that most climatologists agree that severe weather systems will occur more frequently with an increase in average global temperature. (ref:http://www.grida.no/climate/ipcc_tar/wg2/061.htm#1434)",notsarc
Here's a link for you: Two Eyes   Fish   Amphibians   Reptiles   Birds   Mammals   Coincidence?   Limited Imagination?   Interrelation?,sarc
