text,class
"Utter XXXX. Doctors will regularly provide advice on lifestyle changes to those at risk of a variety of diseases and conditions, contact information as to where they can find support in making those lifestyle changes, and if appropriate refer them to psychologists to assist them in making those changes. Dentists will give long lectures on the evils of eating sugar and suggest appropriate snack replacements for sugary foods.   What else does ""walking the walk"" entail? Should the ""medical establishment"" follow their patients around and forcibly prevent them from having a lifestyle they believe to be harmful?   Then why aren't doctors who advise rest and plenty of fluids for a cold in jail? Oh right, because you're lying, as usual.   Doctors ARE schooled in nutrition, however inadequately, this doesn't mean they're going to recommend crackpot ""raw food"" dietary schemes to prevent destructive ""lamarckian evolution"" on the basis of a single flawed experiment on cats.",sarc
"I believe that the vast majority of people, if they are well-informed about responsible sexuality, have access to contraception, and are of reasonably sound mind, would much prefer not to experience an abortion and would take precautions to avoid such a possibility.   It is rather tiresome to hear careless and irresponsible talk of whorish women who seek to become pregnant solely so that they may exercise their right to an abortion.   I have never met such a woman. To be sure, there are unbalanced individuals who are riddled with guilt over sexuality and these individuals are incapable of being sexually responsible. I don't associate with such people and since I have never encountered such a person, I must believe that this sort of person comprises a very small minority.   But with the amount of bluster and piffle to the contrary, I must wonder whether or not such blusterers have any connection at all to what really is.",notsarc
"Again with the common sense, but that is another issue alltogether. You're arguement that the brain is a fundamental unit of life is just plain wrong, considering the majority of all organisms don't have one. Bacteria, Protists, Plants, Fungi, and some animals are all without brains. Brains are required for motion and fast response to immediate changes in environment, for example a falling rock. Brains cluster nerves so that appropriate action can be taken. Some brains are amazingly simple while others like our own are immensly complex.   Your arguements all show a general lack of study in biology and my common sense is appalled by yours. I am reminded of Bill Maher who once said about the intelligent design debate: ""Because you don't have to teach both sides of an arguement when one side is retarded.""",notsarc
"No Ted Kennedy is not a fundie but Vitter is. For God sake the pope is a nazi and a fundie.   Marlene Elwell, the nazi *itch, who put the evil mariage amendment on the michigan ballot is a Roman Catholic also. If you are a christian and you believe in the suppression of homosexuality then you are a fundie and a christianist.",notsarc
"Rahm Emanuel for one. He seems to sum up the message very well.   And then there's Carolyn McCarthy who actually introduced the bill that, if passed into law, would cancel your Second Amendment rights just because your name is on the no fly list.   Just two names, perhaps, but they're the names of people in a very powerful and dangerous position, capable of making very bad things happen.",notsarc
"And you have just described ""creation science."" No application of the scientific method. No testing. The conclusions are known before the judicious quoting of scientific authority has even begun. I notice that you use one of those quotes of a scientific authority below. You show that you are what you decry.",sarc
"You know something is wrong with this world when people attack the act of posting an opinion (that of Ms. King) and another condemns the idea that someone may read it and develop their own opinion. Saving lives is not just a Republican goal. And yes it is an act of desperation. All acts are an act of desperation when it comes to saving the natural process of life with out interference of those who place their comfort above the life inside them.   Whatever is wrong outside the womb, is not the fault of the inhabitant within the womb.",sarc
"But when some are ignorant enough to believe in a false science like evolution, which is based on lies and deceptions, they prove right there that they haven't enough knowledge of the truth, nor a sense of discernment that is capable of even determining what is true or a lie. So who are you people to even judge the intelligence of those who will ultimately be proven to have known the truth regarding our origins, to the lies that you so proudly defend?   I say this only so you pseudo intellectuals will have some personal introspection to consider rather than just assuming that you'll get the correct answers by leaning on human understanding. It is incredible that you can't even see that you are bankrupt when you rely on unprovable assumptions that are based on preconceived notions, that have been both failing and conflicting with all of the new discoveries made in each generation to follow, thereby forcing the need to redefine the parameters by which evolution works every 10 years or so.   So evolution isn't a science, it's a working piece of fiction in progress that is constantly being tweaked and shaped to fit the preconceptions no matter what new evidence is discovered that contradicts it.",notsarc
"And it's only wishful thinking that they haven't. You are in no better position than I am. You don't know anymore than I do. Science has admitted that antarctica was much warmer several thousand years ago...not only that but the following map shows that the continent was not frozen. And if it was not frozen several hundreds years ago....and it was not frozen 4-5,000 years ago, as it was stated on this next seal link, then it's pretty safe to say that animals and humans could have both been there in recent history (within a few thousand years.) I agree this is no proof that it was attached, however, it is proof that the weather/temperature was DRASTICALLY different on antarctica than science has admitted.....and there's got to be a reason for this drastic change in temperatures.   http://www.world-mysteries.com/sar_1.htm   http://news.nationalgeographic.com/n...ent-seals.html   In an Antarctic ""ghost town,"" freeze-dried whiskers, skin, and bones provide evidence that the South Pole was a much warmer place not too long ago, a new study reveals.   ""We thought, This is really strange. If they are elephant seals, what are they doing here?"" Hall said.   The discovery, scientists say, is the first hard evidence for a warming period in the region between 2,300 and 1,100 years ago.   An earlier warming period, between 6,000 and 4,000 years ago, has been recognized by other researchers and is believed to have been widespread, at least throughout the Southern Hemisphere. (so widespread that there wasn't snow on the ground and it wasn't frozen over!)",notsarc
"Incorrect.   Evolution is not something that must be adhered to. It is a scientific theory. As such, if evidence was brought to light that evolutionary theory couldn't account for, then the theory would be altered or scrapped. It's really quite simple.",notsarc
"And you are on intimate terms with the Queen, eh?   By the way, what is it exactly that that little thingy above signifies?   I hope I have used the right emotive whatchamacallit.",sarc
"Really? A lot of people say that every answer makes more questions. In some ways we seem to know less now than we did at the time of Newton, in that we are less certain.   And Newton's laws deal with what happens in a vacuum with no resistance, not direct human experience   At any rate, my point is that you can't see all the evidence as piling up support for 'science' as 'science' is moulded to fit that evidence. Not a criticism of science, btw.",notsarc
"Actually what sank that debate was a bunch of paleontologists from K state who started arguing for punctuated equilibrium. That was pretty much the end. I remember one board member was quoted as saying ""These are public schools. We are luck if we can teach the kids to read""",sarc
I'm now slightly less confused about why I've never seen this discussed before.,sarc
the fetus would be a real person...and it seems like....in order to make the iraq war/abortion connection....you would have to support the war!,notsarc
"After. Christian fundamentalism is somewhat recent. It arose as a backlash to discoveries being made in science in the 19th century. From one follower of a 7th Day Adventist prophetess came ""flood geology"" in the early 20th century. Later, in the renewal of interest in the adequate teaching of science in the U.S. in the 1960s, there arose more modern ""creation science."" It began by adopting the flood geology of the 7th Day Adventists as the base.   Creation science begins with the assertion the the creation stories, the flood story, even the mythology of Job and Jonah, are literally true. Creation scientists then attempt to distort the evidence to support this particular version of the Bible. When creationists realized that the biological evolution of species does occur, they decided that God had created original ""kinds"" and then allow hyper evolution after that. Creationists call hyperevolution variation in kind.",notsarc
"It's not tough, especially for close stars.   http://www.uwgb.edu/dutchs/CosmosNotes/distance.htm   You use triangulation based on the orbit of the earth.",notsarc
Our emphasis on Police and crime fighting reduced crime. Not gun control!   Our murder rate is largely an Inner City drug and drug gang related problem. Fix that and then you will finally be doing something!,notsarc
Obviously not about abortion.,notsarc
"Well since posting on this thread has died and this seems to me to be the most interesting atheistic theory, I want to get a bit of clarification.   First, what do you mean by being allowed to cease providing for it at any age, but never allowed to kill it? By this do you mean that to cease providing for during the first trimester is not killing it? Is that because it is not alive at that time?   If I follow you (and I'm not sure I do) should the mother be allowed to have the baby removed at some point during the third trimester, after which it must be kept alive (and perhaps put up for adoption)?",notsarc
Why is that propoganda? It's exactly what you do.,notsarc
"So doing a detailed study of something requires that one takes a class for it in a university and reads books papers written on it by ""real scientists""? Wow, I never knew that. Thanx for enlightening me.",sarc
"Once one is adept at finding evidence after a conclusion is presumed, all sorts of ""proofs"" reveal themselves. What's next, Nostradamus?",sarc
"Forgive me for laughing; no, not really ha, ha, ha ha ha   Could it be that people here as well as Canada and the rest of the world has figured out your infantile ""grading system of States"" is a complete sham and your very reason for existing is but an anti-constitutional farce and has lost any claims you have or will make? You stand alone now brady, with simply a few still clinging to the false hope of having others pay for your failures and unConstitutional stance so you can sit on your hands while you keep harping on overturning the 2A.",sarc
"And yet the atheist belief system allows for everyone to have their own seperate set of morals. According to the Atheist system, what Hitleror Stalin did was perfectly moral because those atheists believed that what they were doing was moral. Disgusting if you ask me.",notsarc
Look up the evolution of colour vision in primates. It's my personal favourite - but what do you think?,notsarc
So the founding fathers and their work is basicy viewed as an authority based on their competence?,notsarc
"Oh, it was going so well too",sarc
"So? Life is cheap. You can't change that, the least you can do is profit from it. And people call me a leftist! That's a hardcore capitalist view.",sarc
"You don't consider yourself anymore advanced than animals? Not seperated specially in anyway? If humans are nothing but animals, than you have to question your own views and morals. For if we are just animals, than we have no cause or goals. You may as well kill yourself right now.   Please re-think this idea you have. I understand from your posts that you have a hard emotional problem, and I would urge you to please try and answer yourself those questions. You're views on this issue are built on hate, and annoyance. What morals do you have to support these views other than - You don't like it. -?",notsarc
So you yourself could have gone gay but chose to be attracted to women?,sarc
"Oh no, it's not too complex for us to understand. So please explain to we simpletons how Intelligent Design is nothing more than animism. But first, here is the truth regarding this newest perverse propaganda you are promoting.",sarc
"In other words, the author seems to think that because Mendel didn't know about genes mutating, we must continue to believe they don't.   Complete and utter nonsense from beginning to end.",sarc
"You know Brady, you've said a lot of stupid stuff over the years. I even remember finding a post of yours where you said all guns and gun owners should be registered, but sex offenders shouldn't be.   This latest post of yours is just another senseless and stupid rambling of somebody that's so hateful and fearful of an inanimate object that it's impossible for him to function in our society and can barely handle his own needs.",notsarc
"You know that what you call ""immoralism"" is my life. Why do you hate me so much that you would be willing to deny my the happiness that you take forgranted and as your due? You don't even know me yet you are willing to defame me just because I am different from you. I don't understand how I am running over you by living my life openly and wanting the same thing as you the right to consider whom I choose to be my family. If you have an opinion about gay rights thats fine. If you want to deny me the same rights, as you take for granted, because of your opinion and beliefs though laws then that is bigotry.",notsarc
You got it. People make mistakes. Finally you see that scientists are just as human as religious people.,notsarc
"Theres a book my mom has called ""The trouble with Islam"" by some lady. I don't know her name, but it looks like it may bee a good book for you.",notsarc
"Yep, suppressing natural behavior is always the way to go. We should also get them to stop pooping.",sarc
"And where exactly is your proof that ""Stop, don't touch, leave the area, tell an adult"" is indoctrination and translates to ""go out and buy a gun, buy as many guns as possible, obsess over the gun, etc.""",sarc
Who but a creationist would ever make such a laughable claim?,sarc
"Again, it's not just 'evidence' but 'evidence constructed into a workable theory'.",notsarc
But will you listen?,sarc
"Well, they ARE ultimately the ones that create a vehicle that can travel at break neck speed...perhaps they are partially liable?   Joke.",sarc
I think that the type of weapon does make a difference. A tyrant would be more dangerous to the world if he was armed with WMDs rather than knives.,notsarc
"So you're admitting openly that what is a normal occurrence within the human species is offensive to you. That you find repulsive the very intimacy expressed by your own parents that led to your own existence. Do you see how that innate bitterness against the normal and right feelings that have led to the healthy continuation of the human race is ultimately anti-humanity? Why do you hate the normal propagation of our species Matt? Can't you see that if you were given the power to recreate the world in your image, then the world would cease to exist within one generation? No matter how pro-gay you are, how can you be so anti life in good conscience?",notsarc
Maryland already has the law on the books. It's effect thus far has only been to eliminate certain makes and models from the Maryland marketplace and to extinguish the sale of certain collectables.,sarc
What a trite statement.,sarc
"What's your point? Unicorns breathe toxic gas and have low density, so they can get around all they want.",sarc
"If your friend is hearing voices in her head to walk into traffic, she needs some psychiatric help.",notsarc
"Oh, but Sina does not live in a womb so she is unimportant.",sarc
"Yes, amazing, how they weren't people before.",sarc
"And why would I be anti Christianity when I am Christian?   Oh and by the way to who ever it was who said I don't believe in Jesus, or something to that extent, I never said anything to that extent, you just made up what you wanted and got mad about it. I believe in the teachings of Jesus. Yes I'm betting your asking me how I know about his teachings if I have never read the bible, My mom is someone who has re-read the bible like 6 or 7 times. So she's told me all about it, and what its supposed to teach us.",notsarc
And the comments section is usually where the real comedy lies.,sarc
"But on the other hand, Genesis isn't a scientific document. No wonder. Why would a bronze age nomad from the Levant be aware of at least 3 tailless species of primates, or even the tailed primates from Africa, South America, and even Madigascar. If they aren't mentioned in the Bible, do they exist?",sarc
"People are protected by law from being harassed, assaulted and/or murdered because they are people. Not because they are a certain religion. Because they are people it would be wrong to allow such things.",notsarc
Should free speech require registration?,notsarc
"wow, I never thought a qoute would be so stupid as to compare it to a house. Fine then what if I compare your head to a house that is housing ur brain. But it would be perfectly legal to rip it out and steamroll it on the street for allto see.   (by ur rules of course this would be a perfectly acceptable thing to do)",sarc
So will they be in front of or behind a leaf?,sarc
"Really! Why not? I'm very interested.   I think you're wrong, but I'm interested. Why?   I think you're right, but prisoners usually marry women, don't they?",sarc
You know what they call people like you?   Victims.,notsarc
"Well, in the case above, it was step-by-step. First, an existing enzyme was modified to a new use, and over time, became refined to work better and better. This is the way evolution works. Nothing is de novo; it's always a modfication of something else. Second, a mutation produced a regulator that only allowed the enzyme to be produced if the substrate was available. Again, this was refined by natural selection over time. In the end, the newly-evolved system was irreducibly complex, because all three parts have to be present for the system to work.   And do show us your numbers proving that such processes can't produce new information. If you don't know how, I'd be pleased to show you how a mutation changes the information in a population.",notsarc
"And what does it matter if they're in the army reserve, or a lawyer, a teacher, a doctor?",notsarc
"Because when something passes every experiment thrown at it and when something fits observation better than anything else, then it's as near as damnit fact. We can get pedantic over this if you want, but the conclusion that reaches is that there are no facts.",notsarc
"I think this post pretty much sums up the depths of your prejudice, and the thoroughness of your ignorance.   A child should endure physical abuse before being allowed to be adopted by a loving gay couple?   Being abused physically is preferential to being adopted by a loving gay couple?   I always have to chuckle when people are so eager to reveal their prejudices in such a way that demonstrates they are completely non-credible as any type of character witness...",sarc
My pursuit of happiness is denied by trees existing. Let's burn them down and destroy the environment. It's much better than me being unhappy.,sarc
"Why didn't they ""fire"" and ""bar"" him in the sixties?",notsarc
Probably because buildings aren't biological or reproductive.,sarc
"http://www.thelizlibrary.org/liz/004.htm   Normal, frequent or expectable temporary side effects of pregnancy:   * exhaustion (weariness common from first weeks)   * altered appetite and senses of taste and smell   * nausea and vomiting (50% of women, first trimester)   * heartburn and indigestion   * constipation   * weight gain   =snip=",sarc
"Nothing like quoting experts willing to stick their scientific necks out, huh?   Or in your second quote:   ""But it now appears the warming from greenhouse gases has been offset by a strong cooling effect from dimming - in effect two of our pollutants have been cancelling each other out.   This means that the climate may in fact be more sensitive to the greenhouse effect than previously thought.""   Huh?",sarc
"And you don't have any picture. You have no idea of what recessive really means, do you. Actually, since the first observation of a black peppered moth in 1848, several other mutations have caused other variations of color in peppered moths. They are intermediate between the typica and the carbonaria, but they are extremely rare. These alleles form a hierarchy of dominence in which the carbonaria is the full dominant, and the typica is fully recessive.   Please define ""kind."" Please define ""variation."" Please explain the origin of this ""variation in kind.""",sarc
I know you don't. So what?,sarc
"So both daughters get daddy ******, shag him and get pregnant. And considering that God smites people for just about anything and everything in the Bible, he seems silently approving in this case.",sarc
"That isn't my logic. My logic states that banning doctors would cause more deaths and our current system does. You are trying to debate that doctors are threatening withour realizing that they have great rewards as well. My logic is to look for the risk and reward and not just focus on one side of the debate.   Your logic was that since doctors cause deaths then they should be banned if guns are, correct? Then why isn't it also consistant with your logic to believe that we should ban food since food causes deaths?   So lets clairfy here, do you believe that guns have a better risk/reward than doctors? If you HAD to ban one which would it be? I await your sidestep of the question.   lol, now your comparing the Jews to current US gun issues? Why did you choose to do this? The risk-reward for Jews is different than the risk-reward for the US. Jews probably would have faired better if the Germans used Japanise gun control laws.",notsarc
"Then should not your challenge be re-worded to say ""What might be the best...""   Because at present we are not at a stage where by we know everything about 'pain' therefore in the current climate, rather than what might be known down the track, I think I have met the majority of your challenge. After-all, you are insisting now on what 'you can measure', and we can't measure all that there is about pain, at present.",notsarc
Muslims.,notsarc
"All sin undermines society, including illicit gay sex sin. Or have you forgotten Sodom and Gomorrah? Coming to a San Francisco bath house near you.",sarc
"gooey cute as this reads, how is this relevant to the philosophy discourse?",sarc
Because those who are pro life are against a womens right to own her own body. Her body her choice and none of anyone elses business. Remember control freaks are everywhere.,sarc
And science helped Stenger write his book. How can the same subject make a stronger case for both of two completely opposing viewpoints?   another,notsarc
"Well I suppose I could've always put up a sign that said ""Trespassers will be held with legal counsel, robbers will be shot, survivors will be shot again"" but you're just welcoming trouble with that.",sarc
"**   The ""methodology"" of science is not materialism/mechanism/darwinism, but simply empiricism leading inductively/abductively to hypotheses regarding regularities in causation in nature that can be tested via the predictive experimentation of the scientific method. Neither empiricism or the epistemological process of the scientific method are the exclusive property of materialism/mechanism, nor did they originate from within that metaphysic, despite the beliefs of materialist/mechanists to that effect.   Unfortunately, some 150 years ago, that methodology was set aside, and has remained out of sight, with regard to the hypothesis that is generally referred to as 'darwinism'.",sarc
"They are both written in the bible. Neither of them have any evidence (apart from the bible) to support their existence. One of them has been proven to be utterly false. This naturally discredits the other, as they appear in the same publication by the same author. Why decide one is true when the other is clearly not, and neither have any other supporting evidence?",notsarc
Atheists tend to ignore information they don't like also.,sarc
"You know, I'd believe that more if there were people like the Shindler family who have pushed for federal courts to intervene and destroy the sanctity of marriage. There is nothing you could do or say that would convince me that Americans somehow have any respect for marriage whatsoever. What heterosexuals have done to destroy this institution from the inside out only tells me that heteros are simply spoiled children who have the attitude of:   ""If we can't make it work, we aren't going to allow anyone else to come in and do marriage better.""",sarc
"Seeing the article you linked to was written in 2002, over three years ago, do you think the author could perhaps incorporate the new data and rename his piece, ""Maybe There Is Some Truth About Pedophile Priests After All""?",sarc
"Way to support your controversial assertion, Bell.",sarc
And creationism was investigated and explored completely and shown to be false.,sarc
"I'd love to see an explanation about how the study of the natural world disproves the existence of all Deities. Especially the Deistic Gods. And I'd love to see how science is suppose to disprove a being that is not bound by logic, reason or any laws. What science can do is disprove that God was directly responsible for this or that, the sun rising, the rain season, etc. Did you perhaps realize that many scientists are Buddhists because Buddhism which has beings that behave as Gods with such powers and exist partially within the natural and supernatural? Or are you again assuming all religions don't exist except for Christanity?",sarc
