text,class
So being easy to know makes it good? methinks that's not quite right.,sarc
"Looks like you're not asking for objections to the conclusions and analysis this time around, like you were here. I guess it is wise only to argue on the grounds you know your opponent will find the most irritating or difficult.   At any R.A.T.E. (ha ha ha...), I'll repeat the objections raised on the old forum, which move to doubt the sufficiency of the empirical data:   From http://www.creationresearch.org/crsq...1_1/Helium.htm:   ""Thus our new diffusion data support the main hypothesis of the RATE research initiative: that God drastically accelerated the decay rates of long half-life nuclei during the earth's recent past.""   The empirical data is missing, Zero. The problem with the empirical data in support of the above statement, is that it does not exist.",sarc
"True, but what i was trying to state is that the bible has little to do with christianity if you dont believe in it. I know many christians who believe in god, and jesus etc, but think the bible is completely false, and is only a book of fables. Thats what i was trying to imply.",notsarc
"Well, kind of a boring thread, since everyone agrees, but since I'm new here, I may as well weigh in. Hubby and I have three grown kids and one teen. The grown ones all got the same going-to-college gifts. They got a safe car, a laptop, an emergency credit card, and a personal firearm. I felt this especially important for our daughters.",notsarc
As long as we cut off the privates of the fathers as well.,sarc
"Sorry, but that's not in the Establishment Clause of the First Amendment. Try again.",notsarc
Recall I mentioned your use of hyperbole earlier? its in that sentence as well,sarc
"Just another anti-gun Blogger.   I could go on, but doing so would boar the heck out of everyone, to include me!",notsarc
I'm not sure that your comment will encourage any sort of discussion. Certainly no one is glad because your mother died so young. Not even creationists are likely to be gleeful.,notsarc
"Because you asked me to quote your lies. I did. Not only can you not find whichever source you claim speaks of birds' infrared vision, you apparently can't find any source that does so. Despite this, you've been whining about how visible and UV camouflage must be moot because of birds IR vision.   And to top it off, rather than admit to your mistaken memory, you're blaming the imaginary source:",notsarc
Thank you for your criticism. :D,sarc
"i'm impressed! this is a very precise description, in regular english   and yes, the deduction in 9 seems presumptious if all we state is God has a ""possibility of existence"". how this was cleverly cleared up (from the same source site) was simply a trip back to the definition: ""greatest possible being"". the ""greatest possible being"", by definition, MUST have a possible existence. in otherwords, we cannot assume that there is a possibility that the greatest possible being does not exist. yeah, it sounds like the whole ""proof"" is pointless because your premise is already the proof   just keep in mind that for the purposes of this proof, God is defined as ""the greatest being possible"". as long as that definition is maintained, the proof works...   does that mean that God exists? hmmm....",notsarc
"And God lives in Heaven, with Jesus sitting on the right side of Him.",sarc
"If same sex couples are offered equal rights under a PACS (or some other legally recognized union) as married couples, why does it matter which ""door"" they come in through? They get all the same benefits, including the benefits that come when one partner dies.   What's the beef...except that you can't say that you're ""married""?",notsarc
"You know, I cannot even remember if we covered it in middle school or high school biology. I do remember learning about Mendel and his genetics, but I swear I can't remember if we even mentioned Darwin's name. If we spent any time on it at all, it was very little.   Our biology classes were mostly devoted to taxonomy, anatomy/physiology, and cellular machinery.",notsarc
Marilyn - I'll look at your site if you look at mine...   http://www.nra.org/,sarc
Oh!   Did you mean something like this in gun free France:   http://www.guardian.co.uk/internatio...ews+-+guardian   Those weapons were cheap and from an eastern block country. Machine guns are for sissy American felons. Real felons in gun free France use anti-tank weapons.,sarc
You weren't referring to your home in your little story of helplessness.,notsarc
"They do offer a good insulating blanket which would keep the body of the reptile warm which in turn, would allow the reptile to remain active for a longer period of time. This means more time to hunt and reproduce carrying the mutation onwards.",notsarc
"GOD was proved not to exist many years ago details if you wish.   GOD was proved to exist many years ago details if you wish.   IRAQ was proven many years ago to be a justifiable war.\   IRAQ was proven many years ago to be a non-justifiable war.   And so it goes. Most such proofs are hot air, unsupported distrortions. Hovind is of course good at that particular game.",notsarc
"Yeah, a license to murder the unborn...........",sarc
Huh? Did we win? When?,notsarc
"And secondly, it's a bit rich for them to call it murder when a blastocyst can turn into a tumour.   And oncologists murder tumours all the time...",sarc
Is the Ammo Shortage the Result of a Government Conspiracy or an NRA Marketing Campaign?,notsarc
More likely the criminal will shoot first rather than give the other chap a chance.   There is no real reason for the average citizen to need or have a hand-gun,notsarc
"Actually, breeding horses and donkeys isn't an effort to create a new species. Where did you get such a thoughtless idea. And neither is interbreeding lions and tigers. However, you don't seem to be aware that neither ligers or tigons are sterile. They are capable of breeding with each other or with either of the parent species. And then there are polar bears and brown bears, which can and will interbreed if given the opportunity. And the offspring are perfectly fertile.",sarc
"So it doesn't matter that someone dies in their forties from hunger and cold because they are homeless and penniless, whilst another lives in luxury with the best food and medicines until his 80s: they are both equal? What planet do you live on, for it sure aren't the real world...",sarc
Here's a link for you: Two Eyes   Fish   Amphibians   Reptiles   Birds   Mammals   Coincidence?   Limited Imagination?   Interrelation?,sarc
Apparently you've got one powerful set of rose colored glassed.   I guess you spend a lot of money on those 1-900 psychics too.   Nowhere is it scientifically inaccurate? Are you serious?   Waxy,sarc
"Oh? Don't you think that since Jesus said that whosoever so much as hated their brother without a cause is a murder?   Or are you Jewish and don't believe the New Testament? Is that why you say the Bible says nothing about abortion, or just plain killing at all?",notsarc
Well I think that the geology of the planet would influence everything. From religions to morals and scientific progression. Because long ago on our planet Europe not only thought the world was flat and they could fall over at the edge into an abyss but Europe generally didn't have knowledge of the Asian cultures until the silk road was active. If the asian and european cultures were not so greatly distanced from each other history would have been greatly changed to the extent that compared to our world would be pretty loopy,notsarc
"no, you just live on delusions.   you can't argue the merits of creationism on their own because they don't exist.   Creationism is a fraud regardless of the existance of evolution.",notsarc
"If this is your stance, then it's your job to prove it correct. Show us that Britain is just fine, show us that the criminals aren't awarded more protection than their victims.   Show us thimble head. Show us or shut up.",sarc
"That ""somebody"" was a Jesuit priest, the idea met some initial resistance because of it's religious overtones. But the overwhelming evidence in favor of it carried the day. You should study some history too.",sarc
"Cases v United States, 131 F. 2d 916 (1st Cir. 1942), cert. Denied sub nom., Velazquez v. U.S, 319 U.S. 770 (1943). Basically, The US Curcuit Court upheld that the Second Amendment didn't apply to weapons that couldn't be carried by an individual.",notsarc
So you're going to live with the Amish eh?,sarc
I hope I have already begun to change your mind.,notsarc
"This is a pretty touchy issue, and I agree with the different points of view.. most of them make sense... while I don't personally agree with abortion, I don't feel that I have the right to tell someone else what they should do. The way I see it, is that it's their body, their life, they are the ones who will be affected by their decision. I don't have to like the choices someone else makes, and I don't have to agree with it, but while I have that right, I also believe that people should have the right to make those decisions. Are these anti-abortion people going to step in and pay for the cost of having the baby, raising it, etc..??? Maybe some of those are the issues people consider when having an abortion. Maybe the woman was raped. I see the point when someone said that the baby should not be punished for that, and I agree with that, but the rape was committed against the woman's will... she didn't ask for that to happen, and if a pregnancy results from that, that is also against her will, so why should she feel that she has to have the child? What does she tell the child when it decides to ask who its father is?? The child could still be born and given up for adoption, and that is a good idea, but maybe the woman will relive the rape throughout the pregnancy by being reminded of it on a daily basis.... all I feel is until it happens to you, and YOU are forced to make these kinds of choices, you shouldn't judge anyone else for the choices that they make.",notsarc
"For bringing health care to women without the means ? For providing Pap Smears, Mammograms, and birth control for women without the means ? Providiing pre-natal, and post-natal care ? Oh, heck, let the women die of breast cancer and uterine cancer ! Why not; bash Gays, then you bash the women.",sarc
"Well, this guy is so bad ad arguing and so good at alienating people that if we sent him into the abortion forum, it is likely, he'd be so ineffective at defending his pro-life position thathe'd actually be contributing to the pro-choice position...",sarc
Exactly.   It seems that anyone can dream up hypotheses in evolutionary psychology.   Here's what Coyne said:,notsarc
Well so is falling out of a building onto a piece of rebar. Or getting mashed in a car crash. There are a lot more of those than shootings but you don't seem to care. Why is that? Is it because you love to dance in blood?,sarc
"Even new Justice Sotomayor, who claimed she ruled by precedent will be bound by the Heller Decision if she remains true to her purported philosophy. The debate between Sui Juris and Res Judicia should no longer be an issue with the liberals on this RIGHT! It either applies to all or it applies to none which would result as Justice W.O. Douglas wrote: ""a revolution"". It is in the government's (federal especially) best interests to keep our soldiers employed in foreign countries. BTW, I think the court decision in Nunn vs. State of Georgia did the best summation of this right!",notsarc
"The tactics pro-lifers use make the Nazis look like the little league. I mean, seriously. The reason we are dealing with terrorism is because women have the right to the abortion procedure. Wow. Please give me one way those two things relate to each other.",notsarc
LOL TOOO FUNNY,notsarc
"Why do people on the pro-gun side continuously try to oversimplify the issue? No one is really arguing that there would be zero murder without guns. The question is would there be less murders without guns. In developed nations with stricter gun laws there are less murders. At any rate, I don't think you can draw such conclusions based on one incident.",notsarc
"Hehehehehehe. That made me laugh, but you actually make a good point. They should have I AM JUST A THEORY written on them, otherwise kids will regard them as fact and then where will we be?",sarc
So montalban. Why don't you tell us about creationism. What is the theory? What is the evidence? What predictions can be made.   We can assume that since you haven't responded to previous requests that there is no theory and no evidence. It is only superstition based on childish mythology.,sarc
"23,000 firearms were handed in when the UK had its gun ban. According to your logic those people that handed in their firearms can still be prosecuted because they took possession of a firearm prior to the ban. I don't think so.",notsarc
And thus the human condition is explained at last!,sarc
"Talking about traitors, brady you are IT. Meanwhile on the other board you started previous to cutting and running like the coward you obviously are, Bryan posted a challenge to you. If you choose to accept the challenge which I have money that you do not accept, (so don't dissapoint me), be sure to read his guidelines so you will not make strawman arguments and red herring arguments. I am betting you cannot carry on a sustained debate without falling flat on your face",sarc
Not heard that before! made me laugh almost as much as your lettuce eating Tyrannosaur,notsarc
"This is a statement written by someone who obviously has not read scripture. One of the most astonising ""proofs"" if you will, that the Bible is of supernatural origin, is predictive prophecy. Science cannot, as you claim, ""explain"" everything, and it has no natural explanation for the   predictions made in scripture. How can science explain through statistical probablity the over 600 prophecies in Biblical writings that have come to pass? Also, how can it explain how supposedly uneducated people (uneducated in the ways of modern science) wrote about astronomy as if they knew about the universe as we do today. How could they have described the hydrological cycle as we have only come to know it recently?   Ecclesiastes 1:6   The wind goes toward the south,   And turns around to the north;   The wind whirls about continually,   And comes again on its circuit.   How did they know that the earth ""hangs on nothing"" when the accepted norm of the day did not even accept that possibility?   Job 26:7   He stretches out the north over empty space;   He hangs the earth on nothing.   How did they know that the ""vapors"" of the earth rise to create moisture, that is seeded by lightning with nitrogen and then falls as rain to fertilze the soil?   Jeremiah 10:13   When He utters His voice,   There is a multitude of waters in the heavens:   ?And He causes the vapors to ascend from the ends of the earth.   He makes lightning for the rain,   He brings the wind out of His treasuries.?   Hydrothermal vents[4] are described in two books of the Bible written before 1400BC?more than 3,000 years before their discovery by science.   Genesis 7:11   In the six hundredth year of Noah?s life, in the second month, the seventeenth day of the month, on that day all the fountains of the great deep were broken up, and the windows of heaven were opened.   Even though the Bible is not a scientific text book and doesn't purport to be, nowhere is it scientifically inaccurate. In addition, many of the scientific ideas you are so impressed with are nothing new to the Bible. It was speaking of these things long before modern science spoke of them.   The story goes ""They (scientists) are slowly working their way to the mountain's peak painstakingly measuring and analyzing every step that they take. After many years of research, they finally arrive at the top of the mountain, scale over its leading edge, only to find a group of theologians sitting there with the answers all along.""",notsarc
"Well, thank you for the riveting example of Poe's law in action.   Parody or actual argument? Only the poster knows for sure.",sarc
I disagree for the same reasons I have been giving all along. There may be some legislation that was passed that has kept corporations small (Anti-trust) but did it really benefit the society?,notsarc
"But the civil war wasn't fought for slavery. If you will recall the average northern soldier wasn't too fond of blacks, and that is not only sugar coating it, but saying it in the nicest terms possible. The civil war was fought to keep the union in tact. Border states still kept their slaves for obvious reasons, the intactness of the union trumped any moral principal. Besides, that wasn't true even in practice. Black soldiers were paid less, had less equipment, had less medical care and were given the worst jobs possible. Hardly created equal. It took some time before they could even fight. Your argument is a load of garbage to someone who actually has knownledge about the civil war.   I won't even go into the reconstruction period and how your so called principal didn't even exist.",notsarc
"Don't you think this would fit the 'Creationism is nothing but lie's thread a bit better? Although I notice The Skeptic making disparaging remarks about your examples, it seems he attacks you more than deal with the well documented   examples you have.",notsarc
And oddly enough you have been given several on silver platters. Perhaps you need to visit a neurologist and get checked for memory problems? Just to remind you once more - SICKLE CELL TRAIT is a mutation AND it benefits the phenotype under specific definable conditions. Do you really want to get hit about the head with that bat yet again?,sarc
So what? If somebody wants to die then they'll kill themselves no matter what.,notsarc
"Let's not confuse our readers. supersport is not saying it's evolution; he's saying that ""evolutionists"" say that it's evolution. It should be clear now to the readers that scientists recognized perfectly well that this is an example of plasticity.",notsarc
"So, which is it? You don't want violators of Federal law to have guns, yet you don't want them to get rid of them either. Can't possibly do both, now can you? Which one? Do the law breakers keep them, or not? Make it against the law to keep the guns...now make it against the law to sell them. DUH! I guess we'll just hang out in limbo-land!",sarc
Pregnancy is a health issue only for the woman. Your glib remark pretending to sympathy is insulting.,notsarc
Uh. No they didn't. Have you ever actually taken a biology course?,notsarc
"You think it was Me? You are yet again, confused. I don't even know what a DROS is. Department of Registration Ohio State? That would be my best guess, seeing that I am from Ohio!",sarc
Male,notsarc
"There ya go, Tither, three guys out of several hundred thousand?",sarc
"Oh yes, Mr Behe makes a comfortable living out of selling to the ignorant. His newest book is just a rehash of his old book, and has the very same flaws that have been destroyed over and over again. As for your 'religious authors' being respected.. they are respected perhaps by the fundamentalists that do not understand what science is about.",sarc
"Well, that just struck a chord with me. People of both sides say, “We got the facts! The facts support our side!” but it isn't about the facts but how we react to them.",notsarc
"um... gee... its killing a baby... now.. before 8 weeks, its not in the form of a human being.. at 4 weeks, its a fish.. at 5.. its a rodent.. but after 8.. its in the shape of a human... there is no way around that fact.",sarc
"Not necessarily. When ""life"" begins is irrelevant, because flowers and weeds don't have rights yet they are a life form. The thing that determines rights is intelligence. Not how much or how little, but whether someone has it at all. A spec of dirt has no intelligence. It won't pop up and say ""hey! How ya doin!"" unless you're on crack. We've actually killed intelligent entities for less than the consequences of carrying out an unwanted pregnancy. We hunt, and we go to war. Even though I do not agree with war, I do agree with hunting, and I myself hunt on occasion. However, that is off topic. The point is, carrying out an unwanted pregnancy can have devastating effects, and those next 18 years could hold her back from her life. Its awful how she will have to liver her life. If she gets an abortion, the embryo does not (to quote another opinion) ""mentally exist"". Now, hunting is really only done for recreation, and maybe a good meal. They would've been almost just as well off if they went to the local taco bell. Sure, they'd prefer hunting, but its really only done for fun and exercise. I, myself, value an animal over an embryo at its current stage. The only reason I don't completely think an animal is worth more is because that embryo has a chance of becoming a human. Then again, the animal does mentally exist and has full awareness, and the embryo is really just a sitting cellular watersack with no organs.",sarc
Pretty good considering Darwin wasn't aware of genetics. Too bad Wells is stuck in 1859. The modern synthesis provides perfectly legitimate mechanisms.,notsarc
"Almighty nature? You mean you believe in the universe? Welceom to the club. I think we can all agree we're part of the universe. Except for skeptics, they delude themsleves into thinking they cannot know (which they claim to know).   -Mach",sarc
Look at Hawaiian Honeycreepers. Willful ignorance is a way of life.   http://www.answers.com/topic/hawaiian-honeycreeper-1,sarc
"wrong again,   only 154 justifiable homicides out of thousands of murders   * In 2005, 30,694 people in the United States died from firearm-related deaths – 12,352 were murdered; 17,002 killed themselves; 789 were accidents; 330 died by police intervention, and in 221, the intent was unknown. 6 In comparison, 33,651 Americans were killed in the Korean War and 58,193 Americans were killed in the Vietnam War.7   * An additional 71,417 people were shot and survived their injuries -- 52,748 people injured in an attack; 3,190 people injured in a suicide attempt; 14,678 people shot accidentally, and 801 people shot in a police intervention.8   * In 2004, firearms were used to murder 56 people in Australia, 184 people in Canada, 73 people in England and Wales, 5 people in New Zealand, and 37 people in Sweden.9 In comparison, firearms were used to murder 11,344 in the United States.10   * In 2006, there were only 154 justifiable homicides by private citizens using handguns in the United States.11   * For every time a gun is used in a home in a legally-justifiable shooting [note that every self-defense is legally justifiable] there are 22 criminal, unintentional, and suicide-related shootings.17   * The presence of a gun in the home triples the risk of homicide in the home.18   * The presence of a gun in the home increases the risk of suicide fivefold.19",notsarc
"Actually, it's not conjecture. The genetic makeup of the several subspecies of arctic foxes bear it out. The dominant allele is rare because it is less adaptive. The dominant allele is most likely ancestral. But even foxes below the Arctic circle show differences in their fur between summer and winter. So yes, foxes that were able to change color in the north had a differential reproductive advantage over those who couldn't.",notsarc
Why would they be useless? They aren't useless on birds? And how is this qustion different in any meaningful way from the above? Aren't wings forelimbs with feathers? It seems that soaring or gliding or even faster running would be extremely useful.,notsarc
Did you get another cracker polly?,sarc
"Except it's not. It's perfectly acceptable to morally disagree with drinking and smoking (and encourage others not to do it) and still believe others should have the freedom to choose for themselves.   chloe,",notsarc
Then argue with yourself. Why bother having others answer for themselves,sarc
What about them? Is this a question?,sarc
And your Orwellian position is showing.,sarc
"Yes, have you?",sarc
"and how do you know this......oh I see...you said ""I think""....but you don't really ""know"" what most Americans favor or don't favor...you just ""think""",notsarc
"Yes. Oddly, the picture makes as much sense as most creationists.",notsarc
"Interesting, but it appears to ignore the fact that there is pre-existing variation (just look at the pictures). Emphasizing mutations is ok, but relying solely on them will probably skew results.",notsarc
"Technically, all syllogisms need two premises, first of all.   ""Step two"" and ""step three"" were a dilemma, not separate steps. Learn to read.   Dilemma:   You only read Scenario 1, which was:   step two -God can create a rock he cannot lift -   Step three - God cannot lift the rock   conclusion - God is not all powerful   Scenario Two was   - God cannot create such a rock   - Therefore, there is something God cannot do   - Therefore, God is not all-powerful   The only case in which God could truly be all-powerful is if he can somehow both create an unbreakable rock and then break it, which defies the Law of Non Contradiction and is thus absurd. Thus, the notion of all-powerfulness, which leads to such a notion, is also absurd.",notsarc
"Yep when about 99.99% of a cows diet is grass...I guess we should be eating that instead.   It is hard to urinate in one corner of the toilet. If all ground that is being used for livestock is ""wonderfully transformed"" into grain production there will be many many wild species that will go extinct due to lack of uncultivated land.",sarc
"So even though you can legally conceal carry right up to the gate of the national parks, and you can legally hunt within the parks, somehow concealed carry in the parks will become more dangerous?",notsarc
you should be allowed to buy as many as you want to,notsarc
"Translation; ""Do what I say or I will kick your @ss."" Sounds a lot like the mafia. And you love this diety?",sarc
