text,class
"Thanks, my friend, as you can see, Jito completely ignored the substance of my argument as it applies to the current american culture, as she responded to how it would apply to her personal life's credo. A more dishonest way of avoiding the meat of my argument couldn't be formed except by a manipulative, insincere and philosophical coward of jitobear's caliber. That's why there's nothing she wrote that's worth responding to. As usual she hasn't actually responded to anything I said. Why must these leftists twist what we say as they ignore the actual substance of it?",notsarc
"You need to learn what a metaphor is, if english is your first language you must have been dropped out of school as a baby.   When the researchers say plants ""know"" they are near their genetic cousins, they don't mean they have a conscious awareness of it and deliberately alter their growth patterns. That is, it is a specific physical response to a specific physical stimuli, and the plants could be made to do the same thing by the presentation of the same stimulus in the absence of any other plants.   Of course, you aren't interested in testing things, because that would be too materialist for you. You just prefer to skim articles and fail to understand metaphors, that's true ""psychical science"".",sarc
Sometimes the state of the education system in the USA makes me cry.,sarc
"Well, it does take some scientific knowledge to understand the evidence for evolution. One doesn't expect Creationists to possess it.",sarc
"Pregnancy is always harmful to the woman's body. However, if the pregnancy is desired then the changes are welcomed by the woman.   To a woman who does not want to be pregnant then those changes are very unwelcome and are a bad thing. Pregnancy is always harmful, but the perception of what is happening changes depending on the woman.   You do not understand that whether or not pregnancy harms the woman's body is objective, but whether or not the woman wants the pregnancy anyway depends on the woman. You are mixing the two.",notsarc
"Actually, it's not conjecture. The genetic makeup of the several subspecies of arctic foxes bear it out. The dominant allele is rare because it is less adaptive. The dominant allele is most likely ancestral. But even foxes below the Arctic circle show differences in their fur between summer and winter. So yes, foxes that were able to change color in the north had a differential reproductive advantage over those who couldn't.",notsarc
What is your theory about the foot fetish gene ?,sarc
"and a brain with no body kept on life support is only a brain...no person. If beg the question here. I deny that a level of intelligence is needed to deserve rights. I disagree that what you can do is a requirement..only what you are (that being a human).   Still, I quoted you as saying ""a basic human fundamental right""...I am not sure what this right is or where it comes from or why it is fundamental or why it only applies to the humans you think it should apply to. Perhaps we should restrict it to only white folks again...after all, white folks are the only humans with white skin which makes them different from all other wildlife...right?",sarc
"The simple fact is that people don't want the immense responsibility that logically pertains to their voluntary actions actions, so they fabricate denials of reality as a convenient escape, out of pure selfishness-- like every other atrocity in history.   The study of law includes an analysis of how people excuse their wrongdoings, fabricating pausible rationalizations for their acting to benefit at another's expense; denial is typically the first of these, claiming that the act ""does not hurt anyone,"" however obvious the contrary. Other rationales follow, such as self-preservation, natural right to act, and eventually growing defensive by blaming the victim.   While the fabricator typically believes his story original, it is anything but-- it's simply the inevitable course of selfishness.",notsarc
"Actually, they didn't. The whole tragedy was caused by gun control. If even one student was packing when that occured, 33 lives could have been saved. But no, more victims of botched laws and corrupt politicians.",sarc
"To me, part of the point of the ""please, no scripture"" comment would be to forgo any insistence that we worship God just because the bible says to.   A person could insist that sons pay some form of homage / respect to their father on Father's Fay, but I would argue that it's not reasonable to do so in every case. For example, if the father was physically or sexually abusive, or the father abandoned his children, those would be reasons to fore-go any Father's Day formalities.   And ""God"" could be viewed as the absent father. Suppose we assume that he created the earth and life on the earth. What's his involvement been since then?   Should we worship him just because he's God?   Or, depending upon how one sees God, is God a being unworthy of worship and idolization?   And along those lines, utilizing the Bible as a reference could be a double-edged sword. The ""God"" of the Old Testament ordered slavery, misogyny, genocide, women as spoils of war, ...",notsarc
"How strange. It seems that Habbit's definition of the word definition is meaningless. Physicists and chemists can define what they mean by the word ""carbon,"" but according to Habbit that is just their opinion. According to Habbit, carbon can be a chocolate candy meant to be eaten in a car. That may be his opinion and he considers it as valid as specific definitions assigned to words used by experts in any given field.",sarc
Only if she's piloting at the same time.,sarc
"Actually, no, they do NOT. The first three ALL describe God causing them - are you saying the bible is describing God's actions negatively? Or are you saying that killing your precious foetuses is just fine as long as the persons carrying them are ""wicked"". Sorry, but you need to get an argument, Phyllis.   +++++++++++++++++++++++++++++++++++++++++++   Spelling and grammar for this post has been checked and cleared   +++++++++++++++++++++++++++++++++++++++++++",sarc
"Well, the short version is that shortly after the big bang, the universe was filled by a hot quark plasma. As it expanded and cooled, the process of nucleosynthesis produced the primordial elemental abundance, primarily hydrogen, with some deutirium, helium, and lithium. The physics is well understood, and verified by observation. Quantifying uncertainties in primordial nucleosynthesis without Monte Carlo simulations   At roughly a billion years of age, stars and galaxies formed, some fraction of the stars that formed were massive supergiants, that burned up their hydrogen into other elements, up to the atomic number of iron. This occurred at a tremendous rate and in a few more billion years, these stars went supernova and exploded. Prior to going supernova, these stars go through a phase where the outer layers of the star are shed, providing ways to transport the lighter elements away from the star. You can see this in the following link:   Hubble Chemically Analyzes the Ring around Supernova 1987A   The trememdous radiation of the supernova permits the formation of elements with atomic numbers higher than iron. The force of these explosions scattered the newly created elements, creating vast gas and dust clouds. Eventually, the shockwave of another explosion initiated the collapse of one of these clouds, and the spinning hydrogen cloud begins to heat , eventually initiating nuclear fusion, and becoming our sun. As the sun began to increase it's heat output, the volatile remains of the accretion disk are driven away from the inner portion of the solar system, leaving mostly heavy elments. Comets bombarded the inner solar system, transporting water, carbon, and amino acids to the newly forming earth, making dirt.   In short, a truely wonderful creation.",sarc
Done,notsarc
I wish you could put your hands on that poll as well. Until then I'll remain skeptical. Let's remember that Democrats and liberals hunt. Remove that group and what's left? Something less than 20% of Americans that own only handguns.,notsarc
"Yes, it is human, biologically. However, it isn't a human being as it isn't alive.",notsarc
Yep. They're free to marry a member of the opposite sex just like any other American.,sarc
Please explain this statement.,notsarc
"I have no idea what this could possibly mean. It makes no sense, semantically or logically. It is so vague as a concept as to be worthless in terms of the pursuit of knowledge.",notsarc
"My recollection is similar to yours. I encountered it in an AP biology class in high school, we spent about 1/2 the extra-long class in labs (I think that was the primary difference).   The giraffe example was an ""aha"" moment for me personally, I suspected life changed, but the specifics I had never thought about.   I recall a disclaimer at the start of the section, but I don't recall the exact wording.   -Mach",notsarc
"However, that would make supersport a comic genious.   Tough call.   Waxy",sarc
Such as?,notsarc
"Our national parks are safe as is, huh? Regular people have no reason to feel to need to carry concealed weapons for their own protection, huh? How can you be safe when mexican drug cartel members are literally behind the next bush and inclined to kill you for stumbling upon their operation?",notsarc
"Well, the first part is true but I'm not sure I understand what you are saying in the second part. Science does not claim that intelligent design is false because science lacks the tools to examine the concept. ID is just another unsupported assertion outside the domain of science (and logic for that matter). ID has reached the stage of unsupported assertion without evidence. Science has better explanations.",notsarc
"Contraceptives (for example a condom/ the pill) aren't going to last a month effectively. Then there's the fact that contraceptives, given the above data, can still be 99% effective, as it doesn't mention how many pregnancies they've prevented.   What does the writer make of this though? ""According to this, condoms have a high failure rate for pregnancy.""",notsarc
"Actually when you read every thing you have to rationalize (lie) what God actually did, for God was done with everything then started again. THe stories don't parallel each other they intersect.",sarc
"You think its bad now? Watch what happens if Gov't takes control. I saw a great tagline the other day, it said ""If the US get socialized medicine where will Canadians get healthcare?""   Anyone who doesn't like insurance premiums is free not to pay them, at least until the gov't takes over.   Happy New Year",sarc
"You forgot one. For trying to bring eugenics to the US. We wouldn't want those ""poor negros"" reproducing now would we?",sarc
"This is a statement written by someone who obviously has not read scripture. One of the most astonising ""proofs"" if you will, that the Bible is of supernatural origin, is predictive prophecy. Science cannot, as you claim, ""explain"" everything, and it has no natural explanation for the   predictions made in scripture. How can science explain through statistical probablity the over 600 prophecies in Biblical writings that have come to pass? Also, how can it explain how supposedly uneducated people (uneducated in the ways of modern science) wrote about astronomy as if they knew about the universe as we do today. How could they have described the hydrological cycle as we have only come to know it recently?   Ecclesiastes 1:6   The wind goes toward the south,   And turns around to the north;   The wind whirls about continually,   And comes again on its circuit.   How did they know that the earth ""hangs on nothing"" when the accepted norm of the day did not even accept that possibility?   Job 26:7   He stretches out the north over empty space;   He hangs the earth on nothing.   How did they know that the ""vapors"" of the earth rise to create moisture, that is seeded by lightning with nitrogen and then falls as rain to fertilze the soil?   Jeremiah 10:13   When He utters His voice,   There is a multitude of waters in the heavens:   ?And He causes the vapors to ascend from the ends of the earth.   He makes lightning for the rain,   He brings the wind out of His treasuries.?   Hydrothermal vents[4] are described in two books of the Bible written before 1400BC?more than 3,000 years before their discovery by science.   Genesis 7:11   In the six hundredth year of Noah?s life, in the second month, the seventeenth day of the month, on that day all the fountains of the great deep were broken up, and the windows of heaven were opened.   Even though the Bible is not a scientific text book and doesn't purport to be, nowhere is it scientifically inaccurate. In addition, many of the scientific ideas you are so impressed with are nothing new to the Bible. It was speaking of these things long before modern science spoke of them.   The story goes ""They (scientists) are slowly working their way to the mountain's peak painstakingly measuring and analyzing every step that they take. After many years of research, they finally arrive at the top of the mountain, scale over its leading edge, only to find a group of theologians sitting there with the answers all along.""",notsarc
"Come on, now. You're talking about a city where the dead vote in every election.",sarc
This must comfort you.,sarc
"Actually the defending of ATF wouldn't do much with regular guns since they have little to do with them. ATFs function is with NFA guns, which you probably know little, or nothing about.",sarc
"We can add to this list, Singin's desire of criminalizing gun owners who don't report gun thefts in a required time and to lock up all guns in a manner that will prevent thefts. He of course says that does not mean jail, but aiding and abetting and straw sales already require serious jail time. and straw sales is already a Federal Offense with either 5 or 10 year jail terms. So we are talking about Very Serious jail terms regardless of what Sinjin might say in order to sell the idea. And one more thing the Anti-gun forces want but won't say it now.",notsarc
And i dont really believe in god because he has shown us NO compelling evidence of his existance.,notsarc
But you are smart enough to realize that the ban on gay marriage has nothing to do with it.,notsarc
"Good. The less moronic ""spirituality"" in each state the better. Let's move out of the dark ages as fast as we can.",sarc
You don't beleive that it is possible to do something wrong to prevent a larger number of wrongs in the future? Do you think the ends can ever justify the means?,notsarc
"Then you freely admit that you lied when you said this, and I quote: People like Arch are setting it as opposed to science and in that position it will be doomed to fail.   AND   Arch is doing nothing but distorting the very thing he holds so dear, I mean, how is accurately quoting passages from the bible distorting it in any way? You do nothing but post drivel which makes no factual statements at all. And you call that debating?",notsarc
"Everything basically.   You're held captive by hostile natives that have set up barricades and checkpoints around the property you live on. They decide when you get to come in and go out, and the police have decided to abandon you rather than come to your aid. And Canada has laws that make defense with a firearm either impractical or out right illegal depending on just where you life.",notsarc
"And who would pick the 'some'? Perhaps you also believe they should be placed on Ritilin...for their own protection...because their teachers (without medical training) diagnose the infamous ADD demon in them.   Not to get off topic too far, some teachers evidently have trouble recognizing the difference between students that can't seem to pay attention and themselves (the teachers) being in dire need of coming across as interesting.   What makes you think teachers or parents could ever become adept at recognizing who needs to put on birth control? Shall we wait 'til one becomes pregnant? Shall we offer a survey of sexual activities?...to what age group?",sarc
"Yes, because although we trust our military with anti tank missiles, .50 machine guns, artillery, fighter planes, cruise missiles and even nuclear weapons, god knows you wouldn't want them parading around in public with a glock under their jacket unless they have renewed their permit in person.   I would have thought that people would have learned their lesson from the federal assault weapon ban. It was expensive to enforce, a major sore spot for a fairly large percentage of the population, and had no real positive effect, mainly due to the fact that it addressed no identifiable problem.   You expect such things from a liberal stronghold like california, a state with high crime that is always on the verge of bankruptcy, out of control labor costs, where they can't even keep the power on all the time becuase their environmental regulations are so rediculously stringent that the fiscal realities of building new powerplants are soo terrible that nobody would even consider it.   I thought people were more intelligent in your new state, George.",sarc
And many of the questions that creationists ask.,sarc
"Not much of anything else either, it would seem.",sarc
"Again your failure to understand what science is and how it works. Whatever your apostle tells you, science can't deny that something you may have seen is true. It can deny that it isn't science if it cannot be explained by naturalistic observation. Most especially, if the observation can't be repeated by another, then it isn't science. Science can make no assertion as to what you saw. You may think it is wonderful, but LSD had that effect.   How strange that you think that your emotions are scientific. Actually, it's sad.",sarc
"Edmund, you still haven't come out of that wardrobe.",sarc
"Chuz, the purpose of this summary is not to summarise your arguments as a whole - it is to summarise what your argument is up to this point.   Why not post just a summary of your position so far, as you see it - I can do the same, then you can continue with your argument?   There's no point in writing an argument, summarising it and then leaving the thread before I've had a chance to respond to even your argument (never mind your summary). If you are going to simply ignore any criticisms of your reasoning, then I struggle to see the point of you repeatedly requesting a one-on-one debate in the first place - you essentially regress your argument to the 'because I said so' that you are (presumably) hoping to avoid, it's just that there's slightly more detail.",notsarc
"No, I think that he's right on target. The drug dealers that are caught here in Michigan usually get caught with weed AND more hardcore drugs. Theyy're ""full service"" dealers. Weed is a gateway drug, you know.",notsarc
"And these are psalms, which are just popular prayers rather than the word of God arn't they?   Rather than go with the slightly bizarre 'well you're not King David are you...' type response, I could see it being fairly reasonable that God 'knows' people who are born. He might 'know of' the various individuals who are misscarried, die at birth or are aborted but what exactly does he know in relation to them?   Do our souls have their own personalities completely seperate from our mortal ones that are shaped as much by our souls as genes and experience - or does God 'know' them through the billions of other possible universes, i.e he knows them from somewhere/when they didn't die. But if that counts then that means our souls are spread out over an infinite number of copies of us. If so then surely the threat of Hell is irrelevant, either we are doomed because clearly some version of reality has us being evil (I've seen enough TV shows to know that this is pratically 100% certain.) or the soul is something seperate from us and our actions?",notsarc
"So redemption is not a possibility? They did their time, paid the penalty, and just want their rights as a citizen returned to them....l",notsarc
"You know, I'm thinking of suggesting that they put a permanent link to an online dictionary on this forum.   http://dictionary.reference.com/search?q=designed   You could take ""intelligently"" to mean that the being is conscious of what it's doing; that it's doing what it is purposefully.",sarc
"Prove it. Got any credible scientific or sociological studies? NOPE, ya don't. Didn't think so.",notsarc
That's great for women!   What about the rights of their children?,sarc
"Showing the RIDICULOUS nature of some gun laws! Even the Antis can't (or maybe won't) obey them! Ridiculous paperwork traps that even caught and surprised the Queen of gun control!   If they had arrested her, they would have gotten a Real criminal off the streets and NOW our society would have finally been safe! Ridiculous!   But it was a good thing for her, that Bloomburg and his Illegal Mayors weren't around when she broke America's gun laws!",sarc
"So you actually know enough, you can see the beginning and end of time, you know what is inside each and every individual on the planet so much so that you can say God is wrong to do any given act?   How is this possible oh great and mighty oz?",sarc
"Well try Arkansas (75/25), Georgia (76/24), Kentucky (75/25), Michigan (59/41), Mississippi (86/14), Montana (67/33), North Dakota (73/27), Ohio (62/38), Oklahoma (76/24), Oregon (57/43), and Utah (66/34).   All of these margins were well above the percentage of votes cast for Bush and Kerry, respectively. Ohio, for instance, went to Bush by 2%, but the ban was passed by 24%. Bush lost Oregon by 4%, but the ban passed by 14%. Bush lost Michigan by 3%, but the ban passed by 18%. The margin of victory for each of these states exceeds George Bush's margin of victory in that state. Those extra votes had to come from somewhere, and it seems like many people other than the ""religious right"" feel the same way.",notsarc
I see you still don't understand what a strawman is. It is hard to have a strawman when the comment wasn't directed at any particular claim....,sarc
"Here's an interesting one:   Lipoprotein Lipase S447X: A Naturally Occurring Gain-of-Function Mutation.   Brief Reviews   Arteriosclerosis, Thrombosis &amp; Vascular Biology. 26(6):1236-1245, June 2006.   Rip, Jaap; Nierman, Melchior C.; Ross, Colin J.; Jukema, Jan Wouter; Hayden, Michael R.; Kastelein, John J.P.; Stroes, Erik S.G.; Kuivenhoven, Jan Albert   Abstract:   mdash;: Lipoprotein lipase (LPL) hydrolyzes triglycerides in the circulation and promotes the hepatic uptake of remnant lipoproteins. Since the gene was cloned in 1989, more than 100 LPL gene mutations have been identified, the majority of which cause loss of enzymatic function. In contrast to this, the naturally occurring LPLS447X variant is associated with increased lipolytic function and an anti-atherogenic lipid profile and can therefore be regarded as a gain-of-function mutation. This notion combined with the facts that 20% of the general population carries this prematurely truncated LPL and that it may protect against cardiovascular disease has led to extensive clinical and basic research into this frequent LPL mutant. It is only until recently that we begin to understand the molecular mechanisms that underlie the beneficial effects associated with LPLS447X. This review summarizes the current literature on this interesting LPL variant.   This one provides rather good protection from hardening of the arteries.   Or this one:   APPLIED AND ENVIRONMENTAL MICROBIOLOGY, May 1995, p. 2020&#8211;2022 Vol. 61, No. 5   0099-2240/95/$04.0010   Copyright q 1995, American Society for Microbiology   Emergence of Nylon Oligomer Degradation Enzymes in   Pseudomonas aeruginosa PAO through Experimental Evolution   IRFAN D. PRIJAMBADA, SEIJI NEGORO,* TETSUYA YOMO, AND ITARU URABE   Department of Biotechnology, Faculty of Engineering, Osaka University, 2-1 Yamada-oka, Suita, Osaka 565, Japan   Through selective cultivation with 6-aminohexanoate linear dimer, a by-product of nylon-6 manufacture, as the sole source of carbon and nitrogen, Pseudomonas aeruginosa PAO, which initially has no enzyme activity to degrade this xenobiotic compound, was successfully expanded in its metabolic ability. Two new enzyme activities, 6-aminohexanoate cyclic dimer hydrolase and 6-aminohexanoate dimer hydrolase, were detected in   the adapted strains.   http://aem.asm.org/cgi/reprint/61/5/2020.pdf   We thought it would take roughly a million years for bacteria to evolve enzymes capable of digesting nylon (because the compound is so different than any they were able to digest) but it took less than a century.   Barbarian observes:   It's all real DNA. Some of it just doesn't code for anything. But some parts of non-coding DNA (which you call ""junk"") has other functions besides coding for proteins. .",notsarc
